,title,release_date,genres,mpaa,budget_cost,total_gross,runtime
2032,The Florida Project,"Oct 6, 2017",['Drama'],R,,"{'domestic_gross': 5904366, 'worldwide_gross': 10971298}",1 hr 51 min
2033,The Walking Dead: Wrath/The Walking Dead/Fear the Walking Dead: What's Your Story?/Fear the Walking Dead,Wrath,[],,,"{'domestic_gross': 605764, 'worldwide_gross': 605764}",3 hr 5 min
2034,"DCI 2019: Big, Loud & Live 16","Aug 9, 2018",['Documentary'],,,"{'domestic_gross': 603320, 'worldwide_gross': 603320}",5 hr 25 min
2035,The Grateful Dead Meet-Up 2018,"Apr 4, 2018","['Documentary', 'Music']",,,"{'domestic_gross': 600554, 'worldwide_gross': 600554}",3 hr
2036,Burning,"Oct 26, 2018","['Drama', 'Mystery']",,,"{'domestic_gross': 718991, 'worldwide_gross': 7576345}",2 hr 28 min
2037,Marshall,"Oct 13, 2017","['Biography', 'Crime', 'Drama', 'History']",PG-13,"$12,000,000","{'domestic_gross': 10051659, 'worldwide_gross': 10116816}",1 hr 58 min
2038,The Big Lebowski,"Aug 5, 2018","['Comedy', 'Crime', 'Sport']",R,,"{'domestic_gross': 582585, 'worldwide_gross': 592832}",1 hr 57 min
2039,Pick of the Litter,"Aug 31, 2018",['Documentary'],,,"{'domestic_gross': 578717, 'worldwide_gross': 763688}",1 hr 20 min
2040,Husband Material,"Sep 14, 2018",['Romance'],,,"{'domestic_gross': 567417, 'worldwide_gross': 1016545}",2 hr 36 min
2041,The Riot and the Dance,"Mar 19, 2018",[],,,"{'domestic_gross': 316103, 'worldwide_gross': 316103}",1 hr 23 min
2042,Loveless,"Feb 16, 2018",['Drama'],R,,"{'domestic_gross': 566356, 'worldwide_gross': 3925992}",2 hr 7 min
2043,The Cat Returns,"Apr 22, 2018","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",G,,"{'domestic_gross': 563718, 'worldwide_gross': 563718}",1 hr 15 min
2044,The Ex-File 3: The Return of The Exes,"Dec 29, 2017","['Comedy', 'Romance']",,,"{'domestic_gross': 838959, 'worldwide_gross': 307592427}",2 hr
2045,The Room,"Jan 10, 2018",['Drama'],R,,"{'domestic_gross': 549602, 'worldwide_gross': 572340}",1 hr 39 min
2046,A Cool Fish,"Nov 16, 2018",['Comedy'],,,"{'domestic_gross': 551876, 'worldwide_gross': 118153135}",1 hr 49 min
2047,The Children Act,"Sep 14, 2018",['Drama'],R,,"{'domestic_gross': 547750, 'worldwide_gross': 17696794}",1 hr 45 min
2048,Dragon Ball Z: Bardock - The Father of Goku/Dragon Ball Z: Fusion Reborn,Dragon Ball Z: Bardock - The Father of Goku,[],,,"{'domestic_gross': 540707, 'worldwide_gross': 540707}",1 hr 39 min
2049,Anna and the Apocalypse,"Nov 30, 2018","['Comedy', 'Horror', 'Musical']",R,,"{'domestic_gross': 545597, 'worldwide_gross': 670430}",1 hr 33 min
2050,Fireworks,"Jul 3, 2018","['Animation', 'Drama', 'Family', 'Fantasy', 'Romance', 'Sci-Fi']",,,"{'domestic_gross': 525280, 'worldwide_gross': 25672406}",1 hr 30 min
2051,Castle in the Sky,"Nov 18, 2018","['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Sci-Fi']",,,"{'domestic_gross': 523664, 'worldwide_gross': 557541}",2 hr 5 min
2052,Grave of the Fireflies,"Aug 12, 2018","['Animation', 'Drama', 'War']",,,"{'domestic_gross': 516962, 'worldwide_gross': 516962}",1 hr 29 min
2053,The Sandlot,"Jul 22, 2018","['Comedy', 'Drama', 'Family', 'Sport']",PG,,"{'domestic_gross': 516130, 'worldwide_gross': 516130}",1 hr 41 min
2054,Bullitt,"Oct 7, 2018","['Action', 'Crime', 'Thriller']",M/PG,,"{'domestic_gross': 511350, 'worldwide_gross': 511350}",1 hr 54 min
2055,Die Hard,"Nov 11, 2018","['Action', 'Thriller']",,"$28,000,000","{'domestic_gross': 510241, 'worldwide_gross': 620525}",2 hr 12 min
2056,The Spy Gone North,"Aug 10, 2018","['Drama', 'Thriller']",,,"{'domestic_gross': 500803, 'worldwide_gross': 38844509}",2 hr 17 min
2057,Monsters and Men,"Sep 28, 2018","['Crime', 'Drama', 'Thriller']",R,,"{'domestic_gross': 500101, 'worldwide_gross': 510967}",1 hr 36 min
2058,Bilal: A New Breed of Hero,"Feb 2, 2018","['Action', 'Adventure', 'Animation']",PG-13,,"{'domestic_gross': 490973, 'worldwide_gross': 576805}",1 hr 45 min
2059,The Great Battle,"Sep 21, 2018","['Action', 'Drama', 'History', 'War']",,,"{'domestic_gross': 472166, 'worldwide_gross': 41509280}",2 hr 16 min
2060,The Happy Prince,"Oct 10, 2018","['Biography', 'Drama']",R,,"{'domestic_gross': 466440, 'worldwide_gross': 2621992}",1 hr 45 min
2061,Puffs: Filmed Live Off Broadway,"May 9, 2018","['Adventure', 'Comedy']",,,"{'domestic_gross': 464483, 'worldwide_gross': 464483}",1 hr 58 min
2062,Final Portrait,"Mar 23, 2018","['Biography', 'Comedy', 'Drama']",R,,"{'domestic_gross': 461972, 'worldwide_gross': 1677835}",1 hr 30 min
2063,Scotty and the Secret History of Hollywood,"Jul 27, 2018","['Biography', 'Documentary']",,,"{'domestic_gross': 461689, 'worldwide_gross': 461689}",1 hr 38 min
2064,South Pacific,"Aug 26, 2018","['Musical', 'Romance', 'War']",,"$6,000,000","{'domestic_gross': 458000, 'worldwide_gross': 458000}",2 hr 37 min
2065,Condorito: The Movie,"Jan 12, 2018","['Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",PG,,"{'domestic_gross': 447719, 'worldwide_gross': 8431194}",1 hr 28 min
2066,Perfect Blue,"Sep 7, 2018","['Animation', 'Horror', 'Mystery', 'Thriller']",R,,"{'domestic_gross': 446062, 'worldwide_gross': 450594}",1 hr 21 min
2067,Porco Rosso,"May 20, 2018","['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Romance']",PG,,"{'domestic_gross': 443059, 'worldwide_gross': 443059}",1 hr 34 min
2068,Loving Vincent,"Sep 22, 2017","['Animation', 'Biography', 'Crime', 'Drama', 'Family', 'Mystery']",PG-13,,"{'domestic_gross': 6735118, 'worldwide_gross': 42187665}",1 hr 34 min
2069,DCI 2018 Tour Premeire,"Jun 21, 2018",['Documentary'],,,"{'domestic_gross': 434008, 'worldwide_gross': 434008}",
2070,Frankenstein,"Oct 22, 2018","['Drama', 'Sci-Fi']",,,"{'domestic_gross': 417783, 'worldwide_gross': 417783}",2 hr 10 min
2071,Cirque du Soleil in Cinema: KURIOS - Cabinet of Curiosities,"Nov 13, 2018","['Fantasy', 'Sport']",,,"{'domestic_gross': 413039, 'worldwide_gross': 422760}",1 hr 45 min
2072,A Bag of Marbles,"Mar 23, 2018","['Drama', 'War']",,,"{'domestic_gross': 411318, 'worldwide_gross': 10898998}",1 hr 50 min
2073,"The Night Is Short, Walk on Girl","Aug 21, 2018","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",,,"{'domestic_gross': 406490, 'worldwide_gross': 3878208}",1 hr 32 min
2074,The Philadelphia Story,"Feb 18, 2018","['Comedy', 'Romance']",,,"{'domestic_gross': 404524, 'worldwide_gross': 404524}",1 hr 52 min
2075,The Oath,"Oct 12, 2018","['Comedy', 'Thriller']",R,,"{'domestic_gross': 401463, 'worldwide_gross': 401463}",1 hr 33 min
2076,We the Animals,"Aug 17, 2018",['Drama'],R,,"{'domestic_gross': 400961, 'worldwide_gross': 434743}",1 hr 34 min
2077,The Gospel According to André,"May 25, 2018",['Documentary'],PG-13,,"{'domestic_gross': 400713, 'worldwide_gross': 454550}",1 hr 33 min
2078,Leaning Into The Wind,"Mar 9, 2018",['Documentary'],PG,,"{'domestic_gross': 400530, 'worldwide_gross': 452372}",1 hr 37 min
2079,Blade Runner 2049,"Oct 6, 2017","['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",R,"$150,000,000","{'domestic_gross': 92054159, 'worldwide_gross': 259239658}",2 hr 44 min
2080,West Side Story,"Jun 24, 2018","['Crime', 'Drama', 'Musical', 'Romance']",,"$6,000,000","{'domestic_gross': 398670, 'worldwide_gross': 398670}",2 hr 33 min
2081,Space Mutiny,"Jun 14, 2018","['Action', 'Adventure', 'Romance', 'Sci-Fi']",,,"{'domestic_gross': 397887, 'worldwide_gross': 397887}",1 hr 31 min
2082,Krull,"Aug 23, 2018","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",,,"{'domestic_gross': 397157, 'worldwide_gross': 397157}",1 hr 56 min
2083,Vertigo,"Mar 18, 2018","['Mystery', 'Romance', 'Thriller']",PG,,"{'domestic_gross': 394212, 'worldwide_gross': 408560}",2 hr 8 min
2084,Soorma,"Jul 13, 2018","['Biography', 'Drama', 'Sport']",PG-13,,"{'domestic_gross': 390077, 'worldwide_gross': 6579645}",2 hr 11 min
2085,Hubble 3D,"Mar 19, 2010",['Documentary'],,,"{'domestic_gross': 52522904, 'worldwide_gross': 74249729}",45 min
2086,Attack on Titan: Smoke Signal,"Jul 10, 2018","['Action', 'Adventure', 'Animation', 'Drama', 'Fantasy', 'Horror']",,,"{'domestic_gross': 377334, 'worldwide_gross': 377334}",24 min
2087,Oh Lucy!,"Mar 2, 2018","['Comedy', 'Drama']",,,"{'domestic_gross': 375391, 'worldwide_gross': 600145}",1 hr 35 min
2088,Grace Jones: Bloodlight and Bami,"Apr 13, 2018","['Biography', 'Documentary', 'Music']",,,"{'domestic_gross': 375208, 'worldwide_gross': 632394}",1 hr 55 min
2089,Jurassic Park,"Sep 16, 2018","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",PG-13,"$63,000,000","{'domestic_gross': 374238, 'worldwide_gross': 374238}",2 hr 7 min
2090,Pom Poko,"Jun 17, 2018","['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",PG,,"{'domestic_gross': 372405, 'worldwide_gross': 372405}",1 hr 59 min
2091,Believer,"Jun 8, 2018","['Action', 'Crime', 'Thriller']",,,"{'domestic_gross': 365639, 'worldwide_gross': 39047153}",2 hr 3 min
2092,Mountain,"May 11, 2018",['Documentary'],PG,,"{'domestic_gross': 365412, 'worldwide_gross': 2129889}",1 hr 14 min
2093,Kusama: Infinity,"Sep 7, 2018",['Documentary'],,,"{'domestic_gross': 360931, 'worldwide_gross': 558052}",1 hr 16 min
2094,Jane and Emma,"Oct 12, 2018",['Drama'],PG,,"{'domestic_gross': 380030, 'worldwide_gross': 380030}",1 hr 30 min
2095,Get Out,"Feb 24, 2017","['Horror', 'Mystery', 'Thriller']",R,"$4,500,000","{'domestic_gross': 176040665, 'worldwide_gross': 255407969}",1 hr 44 min
2096,Suicide the Ripple Effect,"Feb 23, 2018",['Documentary'],,,"{'domestic_gross': 347468, 'worldwide_gross': 347468}",1 hr 33 min
2097,Faces Places,"Oct 6, 2017",['Documentary'],PG,,"{'domestic_gross': 953717, 'worldwide_gross': 3998450}",1 hr 34 min
2098,Sailor Moon R: The Movie: The Promise of the Rose/Sailor Moon S: The Movie - Hearts in Ice,Sailor Moon R: The Movie: The Promise of the Rose,[],,,"{'domestic_gross': 335697, 'worldwide_gross': 335697}",2 hr 1 min
2099,Russ Taff: I Still Believe,"Oct 30, 2018",['Documentary'],,,"{'domestic_gross': 334983, 'worldwide_gross': 334983}",1 hr 44 min
2100,Shine,"Oct 5, 2018","['Drama', 'Music']",R,,"{'domestic_gross': 333388, 'worldwide_gross': 333388}",1 hr 35 min
2101,Hichki,"Mar 23, 2018","['Comedy', 'Drama']",,,"{'domestic_gross': 330279, 'worldwide_gross': 26055222}",1 hr 56 min
2102,Flower,"Mar 16, 2018","['Comedy', 'Drama']",R,,"{'domestic_gross': 328188, 'worldwide_gross': 380553}",1 hr 30 min
2103,The Bolshoi Ballet: Live From Moscow - The Nutcracker,"Dec 23, 2018",[],,,"{'domestic_gross': 323928, 'worldwide_gross': 323928}",2 hr 20 min
2104,The Opera House,"Jan 13, 2018",['Documentary'],,,"{'domestic_gross': 320079, 'worldwide_gross': 325235}",1 hr 51 min
2105,Under the Sea 3D,"Feb 13, 2009","['Documentary', 'Short']",,,"{'domestic_gross': 36262926, 'worldwide_gross': 55902624}",41 min
2106,The Bolshoi Ballet: Live From Moscow - Romeo and Juliet,"Jan 21, 2018",[],,,"{'domestic_gross': 313088, 'worldwide_gross': 313088}",2 hr 30 min
2107,MET Opera: Magic Flute,"Dec 1, 2018",[],,,"{'domestic_gross': 307686, 'worldwide_gross': 307686}",
2108,Damsel,"Jun 22, 2018","['Comedy', 'Drama', 'Western']",R,,"{'domestic_gross': 305136, 'worldwide_gross': 323235}",1 hr 53 min
2109,Showtime Championship Boxing: Deontay Wilder vs. Tyson Fury,"Dec 1, 2018",['Sport'],,,"{'domestic_gross': 304482, 'worldwide_gross': 304482}",
2110,The Bolshoi Ballet: Live From Moscow - Giselle,"Apr 8, 2018",[],,,"{'domestic_gross': 302681, 'worldwide_gross': 302681}",2 hr 20 min
2111,In the Fade,"Dec 27, 2017","['Crime', 'Drama', 'Thriller']",R,,"{'domestic_gross': 321011, 'worldwide_gross': 5104991}",1 hr 46 min
2112,Sunset Blvd.,"May 13, 2018","['Drama', 'Film-Noir']",,,"{'domestic_gross': 299645, 'worldwide_gross': 299645}",1 hr 50 min
2113,More Than Funny,"Oct 18, 2018",['Comedy'],,,"{'domestic_gross': 290498, 'worldwide_gross': 290498}",1 hr 54 min
2114,Son of Bigfoot,"Mar 30, 2018","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",PG,,"{'domestic_gross': 289308, 'worldwide_gross': 47046281}",1 hr 32 min
2115,Andy Irons: Kissed by God,"May 25, 2018",['Documentary'],,,"{'domestic_gross': 285933, 'worldwide_gross': 430393}",1 hr 40 min
2116,Golden Job,"Sep 28, 2018","['Action', 'Adventure']",,,"{'domestic_gross': 285795, 'worldwide_gross': 47285263}",1 hr 40 min
2117,But Deliver Us from Evil,"Feb 9, 2018","['Horror', 'Thriller']",,,"{'domestic_gross': 285169, 'worldwide_gross': 285169}",1 hr 49 min
2118,Disney's Newsies: The Broadway Musical!,"Jul 26, 2018",['Musical'],PG,,"{'domestic_gross': 282429, 'worldwide_gross': 282429}",2 hr 29 min
2119,Science Fair,"Sep 14, 2018",['Documentary'],PG,,"{'domestic_gross': 276195, 'worldwide_gross': 277338}",1 hr 30 min
2120,Kings,"Apr 27, 2018","['Crime', 'Drama', 'Romance', 'Thriller']",R,,"{'domestic_gross': 274635, 'worldwide_gross': 910269}",1 hr 26 min
2121,The Endless,"Apr 6, 2018","['Drama', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",,,"{'domestic_gross': 272020, 'worldwide_gross': 956425}",1 hr 51 min
2122,Doctor Who,"Jun 11, 2018","['Adventure', 'Drama', 'Family', 'Sci-Fi']",,,"{'domestic_gross': 264629, 'worldwide_gross': 264629}",45 min
2123,Detective Dee: The Four Heavenly Kings,"Jul 27, 2018","['Action', 'Adventure', 'Drama', 'Fantasy']",,,"{'domestic_gross': 262963, 'worldwide_gross': 90040771}",2 hr 12 min
2124,Eating You Alive,"Apr 5, 2018",['Documentary'],,,"{'domestic_gross': 260534, 'worldwide_gross': 260534}",1 hr 48 min
2125,What They Had,"Oct 19, 2018",['Drama'],R,,"{'domestic_gross': 260136, 'worldwide_gross': 533579}",1 hr 41 min
2126,The King,"Jun 22, 2018",['Documentary'],R,,"{'domestic_gross': 259291, 'worldwide_gross': 273601}",1 hr 47 min
2127,Across the Universe,"Jul 29, 2018","['Drama', 'Fantasy', 'History', 'Music', 'Musical', 'Romance']",PG-13,,"{'domestic_gross': 258618, 'worldwide_gross': 258618}",2 hr 13 min
2128,Big,"Jul 15, 2018","['Comedy', 'Drama', 'Fantasy', 'Romance']",,,"{'domestic_gross': 258507, 'worldwide_gross': 258507}",1 hr 44 min
2129,The Square,"Oct 27, 2017","['Comedy', 'Drama']",R,,"{'domestic_gross': 1502347, 'worldwide_gross': 9493791}",2 hr 31 min
2130,Back to Burgundy,"Mar 23, 2018","['Comedy', 'Drama']",,,"{'domestic_gross': 257610, 'worldwide_gross': 11625884}",1 hr 53 min
2131,London Fields,"Oct 26, 2018","['Crime', 'Mystery', 'Thriller']",R,,"{'domestic_gross': 252676, 'worldwide_gross': 487420}",1 hr 58 min
2132,Best F(r)iends: Volume 1,"Mar 30, 2018","['Comedy', 'Drama', 'Thriller']",R,,"{'domestic_gross': 252410, 'worldwide_gross': 290064}",1 hr 48 min
2133,Batti Gul Meter Chalu,"Sep 21, 2018",['Drama'],,,"{'domestic_gross': 249539, 'worldwide_gross': 635869}",2 hr 41 min
2134,The Fireflies Are Gone,"Sep 21, 2018",['Drama'],,,"{'domestic_gross': 245006, 'worldwide_gross': 245006}",1 hr 36 min
2135,RWBY: Argus Limited,"Oct 25, 2018","['Action', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Fantasy', 'Sci-Fi', 'Thriller']",,,"{'domestic_gross': 238379, 'worldwide_gross': 238379}",22 min
2136,Generation Wealth,"Jul 20, 2018",['Documentary'],R,,"{'domestic_gross': 237709, 'worldwide_gross': 287709}",1 hr 45 min
2137,Alien Intrusion: Unmasking a Deception,"Jan 11, 2018",['Documentary'],,,"{'domestic_gross': 237411, 'worldwide_gross': 237411}",2 hr 10 min
2138,Skate Kitchen,"Aug 10, 2018",['Drama'],R,,"{'domestic_gross': 236799, 'worldwide_gross': 287307}",1 hr 46 min
2139,Happy End,"Dec 22, 2017",['Drama'],R,,"{'domestic_gross': 301718, 'worldwide_gross': 2610794}",1 hr 47 min
2140,Hamlet,"Mar 8, 2018",['Drama'],,,"{'domestic_gross': 235229, 'worldwide_gross': 4630718}",3 hr 37 min
2141,Superman,"Nov 25, 2018","['Action', 'Adventure', 'Drama', 'Sci-Fi']",PG,"$55,000,000","{'domestic_gross': 233585, 'worldwide_gross': 233585}",2 hr 23 min
2142,Youth,"Dec 15, 2017","['Drama', 'Romance', 'War']",,,"{'domestic_gross': 1891956, 'worldwide_gross': 227091290}",2 hr 15 min
2143,Bishôjo senshi Sailor Moon Super S Special,"Aug 4, 2018",['Animation'],,,"{'domestic_gross': 231434, 'worldwide_gross': 231434}",1 hr
2144,Borg vs. McEnroe,"Apr 13, 2018","['Biography', 'Drama', 'Sport']",R,,"{'domestic_gross': 231346, 'worldwide_gross': 3430165}",1 hr 47 min
2145,Matangi/Maya/M.I.A,"Sep 28, 2018","['Biography', 'Documentary', 'Music']",,,"{'domestic_gross': 230808, 'worldwide_gross': 469489}",1 hr 36 min
2146,MFKZ,"Oct 11, 2018","['Action', 'Animation', 'Comedy', 'Sci-Fi', 'Thriller']",R,,"{'domestic_gross': 229423, 'worldwide_gross': 461724}",1 hr 34 min
2147,Little Pink House,"Apr 20, 2018",['Drama'],,,"{'domestic_gross': 220948, 'worldwide_gross': 220948}",1 hr 38 min
2148,Mazinger Z: INFINITY,"Feb 11, 2018","['Action', 'Animation', 'Sci-Fi']",,,"{'domestic_gross': 220682, 'worldwide_gross': 4812371}",1 hr 35 min
2149,Fragments of Truth,"Apr 24, 2018",['Documentary'],,,"{'domestic_gross': 219342, 'worldwide_gross': 219342}",1 hr 15 min
2150,A Bad Moms Christmas,"Nov 1, 2017",['Comedy'],R,"$28,000,000","{'domestic_gross': 72110659, 'worldwide_gross': 130560428}",1 hr 44 min
2151,Dark Money,"Jul 13, 2018",['Documentary'],,,"{'domestic_gross': 217932, 'worldwide_gross': 217932}",1 hr 39 min
2152,Getting Grace,"Mar 23, 2018","['Comedy', 'Drama']",PG-13,,"{'domestic_gross': 217812, 'worldwide_gross': 217812}",1 hr 52 min
2153,The Producers,"Jun 3, 2018","['Comedy', 'Music']",,,"{'domestic_gross': 216807, 'worldwide_gross': 263277}",1 hr 28 min
2154,The Treasure of the Sierra Madre,"Jan 14, 2018","['Adventure', 'Drama', 'Western']",,,"{'domestic_gross': 215295, 'worldwide_gross': 215295}",2 hr 6 min
2155,Jane,"Oct 20, 2017","['Biography', 'Documentary']",PG,,"{'domestic_gross': 1723379, 'worldwide_gross': 1921221}",1 hr 30 min
2156,Agent Mr. Chan,"Feb 23, 2018","['Comedy', 'Romance']",,,"{'domestic_gross': 208351, 'worldwide_gross': 208351}",1 hr 41 min
2157,The Dating Project,"Apr 17, 2018",['Documentary'],,,"{'domestic_gross': 208100, 'worldwide_gross': 208100}",1 hr 11 min
2158,The Guilty,"Oct 19, 2018","['Crime', 'Drama', 'Thriller']",R,,"{'domestic_gross': 207140, 'worldwide_gross': 4598051}",1 hr 25 min
2159,Default,"Nov 30, 2018",['Drama'],,,"{'domestic_gross': 203775, 'worldwide_gross': 27694043}",1 hr 54 min
2160,Keep the Change,"Mar 16, 2018","['Comedy', 'Romance']",,,"{'domestic_gross': 202788, 'worldwide_gross': 202788}",1 hr 34 min
2161,The Bolshoi Ballet: Live From Moscow - Coppélia,"Jun 10, 2018",['Comedy'],,,"{'domestic_gross': 202217, 'worldwide_gross': 202217}",2 hr 45 min
2162,Zama,"Apr 13, 2018","['Drama', 'History']",,,"{'domestic_gross': 200600, 'worldwide_gross': 489692}",1 hr 55 min
2163,Gemini,"Mar 30, 2018","['Crime', 'Drama', 'Mystery', 'Thriller']",R,,"{'domestic_gross': 200340, 'worldwide_gross': 200340}",1 hr 33 min
2164,Gauguin: Voyage to Tahiti,"Jul 11, 2018","['Biography', 'Drama', 'Romance']",,,"{'domestic_gross': 200140, 'worldwide_gross': 3389322}",1 hr 42 min
2165,Rebel Without a Cause,"Sep 23, 2018",['Drama'],,,"{'domestic_gross': 199963, 'worldwide_gross': 199963}",1 hr 51 min
2166,Have It All -The Movie,"Aug 7, 2018",['Documentary'],,,"{'domestic_gross': 197142, 'worldwide_gross': 197142}",1 hr 30 min
2167,Fate/Stay Night: Heaven's Feel - I. Presage Flower,"Jun 5, 2018","['Action', 'Animation', 'Drama', 'Fantasy']",,,"{'domestic_gross': 193833, 'worldwide_gross': 17422935}",2 hr
2168,The Final Year,"Jan 19, 2018",['Documentary'],,,"{'domestic_gross': 191900, 'worldwide_gross': 262286}",1 hr 29 min
2169,Studio 54,"Oct 5, 2018","['Documentary', 'History']",,,"{'domestic_gross': 199767, 'worldwide_gross': 227062}",1 hr 38 min
2170,The Bolshoi Ballet: Live From Moscow - Don Quixote,"Dec 2, 2018",[],,,"{'domestic_gross': 187946, 'worldwide_gross': 187946}",2 hr 55 min
2171,The Monkey King 3,"Feb 16, 2018","['Action', 'Adventure', 'Family', 'Fantasy']",,,"{'domestic_gross': 187074, 'worldwide_gross': 115084576}",1 hr 54 min
2172,Goldbuster,"Jan 5, 2018","['Comedy', 'Fantasy']",,,"{'domestic_gross': 186135, 'worldwide_gross': 57628292}",1 hr 29 min
2173,Summer 1993,"May 25, 2018","['Drama', 'Family']",,,"{'domestic_gross': 185903, 'worldwide_gross': 1983149}",1 hr 37 min
2174,Owaranai hito: Miyazaki Hayao,"Dec 13, 2018","['Biography', 'Documentary']",,,"{'domestic_gross': 187320, 'worldwide_gross': 187320}",1 hr 10 min
2175,Maquia: When the Promised Flower Blooms,"Jul 20, 2018","['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Romance']",,,"{'domestic_gross': 185699, 'worldwide_gross': 1963575}",1 hr 55 min
2176,Madeline's Madeline,"Aug 10, 2018","['Drama', 'Mystery', 'Thriller']",,,"{'domestic_gross': 185576, 'worldwide_gross': 197309}",1 hr 33 min
2177,National Theatre Live: King Lear,"Sep 27, 2018",['Drama'],,,"{'domestic_gross': 185305, 'worldwide_gross': 185305}",3 hr 47 min
2178,Cobra Kai Premiere Event feat. The Karate Kid,The Karate Kid,[],,,"{'domestic_gross': 185082, 'worldwide_gross': 185082}",3 hr 32 min
2179,Island of Lemurs: Madagascar,"Apr 4, 2014","['Adventure', 'Biography', 'Documentary', 'Family', 'Short']",,,"{'domestic_gross': 11272213, 'worldwide_gross': 14066534}",39 min
2180,Karwaan,"Aug 3, 2018","['Comedy', 'Drama']",,,"{'domestic_gross': 182009, 'worldwide_gross': 536525}",1 hr 54 min
2181,Born to Be Wild,"Apr 8, 2011","['Adventure', 'Documentary', 'Short']",,,"{'domestic_gross': 25978556, 'worldwide_gross': 41644475}",40 min
2182,Last Letter,"Nov 9, 2018","['Drama', 'Romance']",,,"{'domestic_gross': 180946, 'worldwide_gross': 11834622}",1 hr 54 min
2183,The Accidental Detective 2: In Action,"Jun 22, 2018","['Comedy', 'Crime', 'Thriller']",,,"{'domestic_gross': 179045, 'worldwide_gross': 24243825}",1 hr 56 min
2184,BuyBust,"Aug 10, 2018","['Action', 'Thriller']",,,"{'domestic_gross': 178471, 'worldwide_gross': 223720}",2 hr 7 min
2185,The Guardians,"May 4, 2018","['Drama', 'War']",R,,"{'domestic_gross': 177331, 'worldwide_gross': 4167608}",2 hr 18 min
2186,The Bolshoi Ballet: Live From Moscow - The Flames of Paris,"Mar 4, 2018",[],,,"{'domestic_gross': 175922, 'worldwide_gross': 175922}",2 hr 15 min
2187,Always at The Carlyle,"May 11, 2018",['Documentary'],PG-13,,"{'domestic_gross': 174251, 'worldwide_gross': 174251}",1 hr 32 min
2188,Great Performances at the Met: Puccini: Turandot,"Jul 18, 2018",['Musical'],,,"{'domestic_gross': 172627, 'worldwide_gross': 219619}",
2189,The Bolshoi Ballet: Live From Moscow - La Sylphide,"Nov 11, 2018",[],,,"{'domestic_gross': 171177, 'worldwide_gross': 171177}",2 hr
2190,The House That Jack Built,"Nov 28, 2018","['Crime', 'Drama', 'Horror']",R,,"{'domestic_gross': 170113, 'worldwide_gross': 1933114}",2 hr 32 min
2191,Luis and the Aliens,"Aug 17, 2018","['Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",PG,,"{'domestic_gross': 169710, 'worldwide_gross': 12627729}",1 hr 26 min
2192,The Bolshoi Ballet: Live From Moscow - The Lady of the Camellias,"Feb 4, 2018",[],,,"{'domestic_gross': 167991, 'worldwide_gross': 167991}",3 hr 5 min
2193,Rampant,"Oct 26, 2018","['Action', 'Horror']",,,"{'domestic_gross': 167937, 'worldwide_gross': 12359573}",2 hr 1 min
2194,Double Lover,"Feb 14, 2018","['Drama', 'Romance', 'Thriller']",,,"{'domestic_gross': 167581, 'worldwide_gross': 5012423}",1 hr 47 min
2195,Is Genesis History?,"Feb 22, 2018",['Documentary'],,,"{'domestic_gross': 166763, 'worldwide_gross': 166763}",1 hr 40 min
2196,Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,"May 11, 2018",['Documentary'],,,"{'domestic_gross': 166616, 'worldwide_gross': 195517}",1 hr 18 min
2197,Far From the Tree,"Jul 20, 2018",['Documentary'],,,"{'domestic_gross': 166018, 'worldwide_gross': 166018}",1 hr 33 min
2198,Only the Brave,"Oct 20, 2017","['Action', 'Biography', 'Drama']",PG-13,"$38,000,000","{'domestic_gross': 18343983, 'worldwide_gross': 26351322}",2 hr 14 min
2199,Journey's End,"Mar 16, 2018","['Drama', 'War']",R,,"{'domestic_gross': 161796, 'worldwide_gross': 970809}",1 hr 47 min
2200,National Theatre Live: The Curious Incident of the Dog in the Night-Time,"Jun 12, 2018",['Drama'],,,"{'domestic_gross': 160381, 'worldwide_gross': 160381}",2 hr 40 min
2201,Silencio,"Oct 26, 2018","['Drama', 'Mystery', 'Thriller']",R,,"{'domestic_gross': 158723, 'worldwide_gross': 338596}",1 hr 38 min
2202,Cold War,"Dec 21, 2018","['Drama', 'History', 'Music', 'Romance']",R,,"{'domestic_gross': 4580048, 'worldwide_gross': 20296042}",1 hr 29 min
2203,"Buttons, A New Musical Film","Dec 8, 2018","['Drama', 'Family', 'Fantasy', 'Musical']",PG,,"{'domestic_gross': 151983, 'worldwide_gross': 151983}",1 hr 55 min
