,title,release_date,genres,mpaa,budget_cost,total_gross,runtime
3136,Bolshoi Ballet: Carmen Suite/Petrushka,"May 19, 2019",[],,,"{'domestic_gross': 207523, 'worldwide_gross': 522179}",2 hr 20 min
3137,The Iron Orchard,"Feb 22, 2019","['Drama', 'History', 'Romance']",R,,"{'domestic_gross': 204881, 'worldwide_gross': 204881}",1 hr 52 min
3138,Hesburgh,"Apr 26, 2019",['Documentary'],Not Rated,,"{'domestic_gross': 204709, 'worldwide_gross': 204709}",1 hr 46 min
3139,Venom,"Oct 5, 2018","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",PG-13,"$100,000,000","{'domestic_gross': 213515506, 'worldwide_gross': 856085151}",1 hr 52 min
3140,Forrest Gump,"Jun 23, 2019","['Drama', 'Romance']",PG-13,"$55,000,000","{'domestic_gross': 203088, 'worldwide_gross': 5140828}",2 hr 22 min
3141,Dabangg 3,"Dec 20, 2019","['Action', 'Comedy']",,,"{'domestic_gross': 202000, 'worldwide_gross': 14784628}",2 hr 40 min
3142,Blink of an Eye,"Sep 12, 2019",['Documentary'],,,"{'domestic_gross': 201874, 'worldwide_gross': 201874}",1 hr 28 min
3143,Friendsgiving Day #2,Friends,[],,,"{'domestic_gross': 198869, 'worldwide_gross': 198869}",1 hr 50 min
3144,Chasing the Dragon II: Wild Wild Bunch,"Jun 7, 2019","['Action', 'Biography', 'Crime', 'Thriller']",Not Rated,,"{'domestic_gross': 196634, 'worldwide_gross': 45733356}",1 hr 41 min
3145,Family,"Apr 19, 2019",['Comedy'],R,,"{'domestic_gross': 194601, 'worldwide_gross': 194601}",1 hr 25 min
3146,A Beautiful Planet,"Apr 29, 2016",['Documentary'],,,"{'domestic_gross': 15650615, 'worldwide_gross': 25730120}",46 min
3147,Heading Home: The Tale of Team Israel,"Dec 14, 2018","['Comedy', 'Documentary', 'Drama', 'Sport']",,,"{'domestic_gross': 207533, 'worldwide_gross': 207533}",1 hr 27 min
3148,Bolshoi Ballet: Le Corsaire,"Nov 17, 2019",[],,,"{'domestic_gross': 190192, 'worldwide_gross': 417152}",
3149,The Divine Plan,"Nov 6, 2019",['Documentary'],,,"{'domestic_gross': 190031, 'worldwide_gross': 190031}",1 hr 45 min
3150,Pagalpanti,"Nov 22, 2019","['Action', 'Comedy']",,,"{'domestic_gross': 423340, 'worldwide_gross': 5633633}",2 hr 29 min
3151,Mr. Klein,"Sep 6, 2019","['Crime', 'Drama', 'Mystery', 'Thriller', 'War']",,,"{'domestic_gross': 193028, 'worldwide_gross': 193028}",2 hr 3 min
3152,42nd Street: The Musical,"May 1, 2019",['Musical'],Not Rated,,"{'domestic_gross': 187440, 'worldwide_gross': 1967450}",2 hr 35 min
3153,The River and the Wall,"May 3, 2019","['Adventure', 'Documentary']",,,"{'domestic_gross': 183602, 'worldwide_gross': 183602}",1 hr 37 min
3154,To Dust,"Feb 8, 2019","['Comedy', 'Drama']",R,,"{'domestic_gross': 184495, 'worldwide_gross': 184495}",1 hr 45 min
3155,Giant Little Ones,"Mar 1, 2019",['Drama'],R,,"{'domestic_gross': 181507, 'worldwide_gross': 181507}",1 hr 33 min
3156,Raymonda: Bolshoi Ballet,"Oct 27, 2019",['Music'],,,"{'domestic_gross': 181361, 'worldwide_gross': 181361}",2 hr 26 min
3157,Bolshoi Ballet: Raymonda,"Oct 27, 2019",[],,,"{'domestic_gross': 181361, 'worldwide_gross': 181361}",
3158,Robin Hood,"Nov 21, 2018","['Action', 'Adventure', 'Drama', 'Thriller']",PG-13,"$100,000,000","{'domestic_gross': 30824628, 'worldwide_gross': 86489031}",1 hr 56 min
3159,The Warrior Queen of Jhansi,"Nov 15, 2019","['Action', 'Adventure', 'Drama', 'Fantasy', 'War']",R,,"{'domestic_gross': 177289, 'worldwide_gross': 177289}",1 hr 42 min
3160,India's Most Wanted,"May 24, 2019","['Action', 'Thriller']",Not Rated,,"{'domestic_gross': 176858, 'worldwide_gross': 235351}",2 hr 3 min
3161,"Iyengar: The Man, Yoga, and the Student's Journey","Apr 12, 2019",['Documentary'],,,"{'domestic_gross': 176387, 'worldwide_gross': 176387}",1 hr 47 min
3162,Tigers Are Not Afraid,"Aug 21, 2019","['Fantasy', 'Horror', 'Mystery']",,,"{'domestic_gross': 175559, 'worldwide_gross': 210138}",1 hr 23 min
3163,Marjaavaan,"Nov 15, 2019","['Action', 'Drama', 'Romance']",,,"{'domestic_gross': 174164, 'worldwide_gross': 641154}",2 hr 32 min
3164,Ashfall,"Dec 19, 2019","['Action', 'Drama', 'Thriller']",,,"{'domestic_gross': 372562, 'worldwide_gross': 61255955}",2 hr 10 min
3165,Bolshoi Ballet: The Golden Age,"Apr 7, 2019",[],,,"{'domestic_gross': 171916, 'worldwide_gross': 277666}",2 hr 20 min
3166,Nureyev: Lifting the Curtain,"Apr 19, 2019",['Documentary'],,,"{'domestic_gross': 165203, 'worldwide_gross': 342255}",1 hr 49 min
3167,Frankie,"Oct 25, 2019","['Drama', 'Romance']",PG-13,,"{'domestic_gross': 171781, 'worldwide_gross': 695680}",1 hr 40 min
3168,Indian Horse,"Apr 13, 2018",['Drama'],,,"{'domestic_gross': 2097362, 'worldwide_gross': 2097362}",1 hr 41 min
3169,Asbury Park: Riot Redemption Rock 'n Roll,"May 22, 2019","['Documentary', 'Music']",,,"{'domestic_gross': 167684, 'worldwide_gross': 264983}",1 hr 56 min
3170,The Bad Guys: The Movie,"Sep 20, 2019","['Action', 'Crime', 'Thriller']",,,"{'domestic_gross': 166972, 'worldwide_gross': 34024386}",1 hr 54 min
3171,Bright Ones,"Apr 22, 2019",['Musical'],PG,,"{'domestic_gross': 165627, 'worldwide_gross': 165627}",1 hr 22 min
3172,Sunset,"Mar 22, 2019","['Drama', 'Mystery']",R,,"{'domestic_gross': 164906, 'worldwide_gross': 1083299}",2 hr 22 min
3173,INXS: Baby Live at Wembly Stadium,"Dec 9, 2019",[],,,"{'domestic_gross': 161750, 'worldwide_gross': 366425}",
3174,Monty Python's Life of Brian,"Apr 18, 2019",['Comedy'],,,"{'domestic_gross': 161507, 'worldwide_gross': 493971}",1 hr 34 min
3175,"Diana Ross: Her Life, Love and Legacy","Mar 26, 2019",[],,,"{'domestic_gross': 160968, 'worldwide_gross': 160968}",2 hr 40 min
3176,Batman,"May 4, 2019","['Action', 'Adventure']",,"$35,000,000","{'domestic_gross': 159419, 'worldwide_gross': 207901}",2 hr 6 min
3177,Them That Follow,"Aug 2, 2019","['Drama', 'Thriller']",R,,"{'domestic_gross': 159218, 'worldwide_gross': 172952}",1 hr 38 min
3178,Synonyms,"Oct 25, 2019","['Comedy', 'Drama']",,,"{'domestic_gross': 206003, 'worldwide_gross': 501223}",2 hr 3 min
3179,The World Before Your Feet,"Nov 21, 2018",['Documentary'],,,"{'domestic_gross': 268644, 'worldwide_gross': 268644}",1 hr 35 min
3180,Money,"Mar 21, 2019","['Crime', 'Drama']",,,"{'domestic_gross': 155732, 'worldwide_gross': 155732}",1 hr 55 min
3181,The Death & Life of John F. Donovan,"Aug 23, 2019",['Drama'],R,,"{'domestic_gross': 152713, 'worldwide_gross': 3326364}",2 hr 3 min
3182,Halston,"May 24, 2019","['Biography', 'Documentary']",Not Rated,,"{'domestic_gross': 151991, 'worldwide_gross': 163446}",1 hr 45 min
3183,Peterloo,"Apr 5, 2019","['Drama', 'History']",PG-13,,"{'domestic_gross': 151971, 'worldwide_gross': 1998945}",2 hr 34 min
3184,Before You Know It,"Aug 30, 2019","['Comedy', 'Drama']",,,"{'domestic_gross': 151507, 'worldwide_gross': 151507}",1 hr 38 min
3185,Jay Myself,"Jul 31, 2019","['Biography', 'Documentary']",,,"{'domestic_gross': 151331, 'worldwide_gross': 151331}",1 hr 19 min
3186,Glory,"Jul 21, 2019","['Biography', 'Drama', 'History', 'War']",,,"{'domestic_gross': 150801, 'worldwide_gross': 150801}",2 hr 2 min
3187,The Samuel Project,"Sep 28, 2018",['Drama'],PG-13,,"{'domestic_gross': 161565, 'worldwide_gross': 161565}",1 hr 32 min
3188,Little Woods,"Apr 19, 2019","['Crime', 'Drama', 'Western']",R,,"{'domestic_gross': 150010, 'worldwide_gross': 171912}",1 hr 45 min
3189,Trial by Fire,"May 17, 2019","['Biography', 'Drama']",R,,"{'domestic_gross': 148504, 'worldwide_gross': 148504}",2 hr 7 min
3190,War and Peace,"Feb 15, 2019","['Drama', 'History', 'Romance', 'War']",,,"{'domestic_gross': 148503, 'worldwide_gross': 148503}",7 hr 2 min
3191,Dogman,"Apr 12, 2019","['Crime', 'Drama', 'Thriller']",,,"{'domestic_gross': 148225, 'worldwide_gross': 5080147}",1 hr 43 min
3192,Framing John DeLorean,"Jun 7, 2019","['Biography', 'Documentary', 'Drama']",,,"{'domestic_gross': 145625, 'worldwide_gross': 145625}",1 hr 49 min
3193,Hampstead,"Jun 14, 2019","['Comedy', 'Drama', 'Romance']",PG-13,,"{'domestic_gross': 144396, 'worldwide_gross': 6335171}",1 hr 42 min
3194,Doctor Who: Logopolis,Logopolis: Part One,[],,,"{'domestic_gross': 143248, 'worldwide_gross': 143248}",2 hr 24 min
3195,Hubble 3D,"Mar 19, 2010",['Documentary'],,,"{'domestic_gross': 52522904, 'worldwide_gross': 74249729}",45 min
3196,Canelo vs. Kovalev,"Nov 2, 2019",[],,,"{'domestic_gross': 140820, 'worldwide_gross': 140820}",
3197,The Last Resort,"Dec 21, 2018","['Documentary', 'History']",,,"{'domestic_gross': 158646, 'worldwide_gross': 158646}",1 hr 10 min
3198,Wilder vs. Ortiz,"Nov 23, 2019",['Sport'],,,"{'domestic_gross': 139207, 'worldwide_gross': 139207}",4 hr 30 min
3199,Who Will Write Our History,"Jan 18, 2019","['Documentary', 'History']",,,"{'domestic_gross': 138039, 'worldwide_gross': 138868}",1 hr 35 min
3200,Rafiki,"Apr 19, 2019","['Drama', 'Romance']",,,"{'domestic_gross': 137968, 'worldwide_gross': 181316}",1 hr 23 min
3201,Lynryd Skynyrd: Last of the Street Survivors Farewell Tour,"Nov 7, 2019",['Music'],,,"{'domestic_gross': 137888, 'worldwide_gross': 137888}",1 hr 50 min
3202,The Other Story,"Jun 28, 2019",['Drama'],,,"{'domestic_gross': 135191, 'worldwide_gross': 135191}",1 hr 52 min
3203,Okko's Inn,"Apr 22, 2019","['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']",PG,,"{'domestic_gross': 134787, 'worldwide_gross': 293385}",1 hr 34 min
3204,Palau the Movie,"Mar 29, 2019","['Biography', 'Drama']",,,"{'domestic_gross': 134696, 'worldwide_gross': 171155}",2 hr
3205,Burning,"Oct 26, 2018","['Drama', 'Mystery']",,,"{'domestic_gross': 718991, 'worldwide_gross': 7576345}",2 hr 28 min
3206,Made in Abyss: Journey's Dawn,"Mar 20, 2019","['Adventure', 'Animation', 'Family', 'Fantasy', 'Mystery', 'Sci-Fi']",,,"{'domestic_gross': 134047, 'worldwide_gross': 134194}",1 hr 59 min
3207,Peppa Celebrates Chinese New Year,"Feb 6, 2019","['Animation', 'Family']",G,,"{'domestic_gross': 131225, 'worldwide_gross': 18653040}",1 hr 21 min
3208,Mister America,"Oct 9, 2019",['Comedy'],R,,"{'domestic_gross': 130897, 'worldwide_gross': 130897}",1 hr 29 min
3209,The Zoya Factor,"Sep 20, 2019","['Comedy', 'Drama', 'Romance', 'Sport']",,,"{'domestic_gross': 128831, 'worldwide_gross': 289631}",2 hr 14 min
3210,Woodstock,"Aug 15, 2019","['Documentary', 'History', 'Music']",R,,"{'domestic_gross': 126562, 'worldwide_gross': 320610}",3 hr 4 min
3211,Paris Is Burning,"Jun 14, 2019",['Documentary'],R,"$500,000","{'domestic_gross': 125677, 'worldwide_gross': 125677}",1 hr 11 min
3212,Lost & Found,"Mar 29, 2019","['Comedy', 'Drama']",,,"{'domestic_gross': 125173, 'worldwide_gross': 164026}",1 hr 36 min
3213,Mary Magdalene,"Apr 12, 2019","['Biography', 'Drama']",R,,"{'domestic_gross': 124741, 'worldwide_gross': 124741}",2 hr
3214,Easy Rider,"Jul 14, 2019","['Adventure', 'Drama']",,"$360,000","{'domestic_gross': 123276, 'worldwide_gross': 123276}",1 hr 35 min
3215,Born to Be Wild,"Apr 8, 2011","['Adventure', 'Documentary', 'Short']",,,"{'domestic_gross': 25978556, 'worldwide_gross': 41644475}",40 min
3216,A Tuba to Cuba,"Feb 15, 2019","['Documentary', 'History', 'Music']",,,"{'domestic_gross': 121772, 'worldwide_gross': 124592}",1 hr 22 min
3217,Avant qu'on explose,"Mar 1, 2019",['Comedy'],,,"{'domestic_gross': 119894, 'worldwide_gross': 119894}",1 hr 48 min
3218,Portrait of a Lady on Fire,"Dec 6, 2019","['Drama', 'Romance']",R,,"{'domestic_gross': 3759854, 'worldwide_gross': 9920307}",2 hr 2 min
3219,The Fall of the American Empire,"Jun 29, 2018","['Comedy', 'Crime']",R,,"{'domestic_gross': 2178460, 'worldwide_gross': 4110928}",2 hr 7 min
3220,"Ruben Brandt, Collector","Feb 15, 2019","['Action', 'Animation', 'Crime', 'Drama', 'Thriller']",R,,"{'domestic_gross': 117963, 'worldwide_gross': 369809}",1 hr 36 min
3221,The Reports on Sarah and Saleem,"Jun 12, 2019","['Crime', 'Drama', 'Mystery', 'Romance', 'War']",,,"{'domestic_gross': 117479, 'worldwide_gross': 607206}",2 hr 7 min
3222,Mob Psycho 100,"Jan 5, 2019","['Sci-Fi', 'Thriller']",,,"{'domestic_gross': 115766, 'worldwide_gross': 115766}",
3223,Police Story,"Feb 1, 2019","['Action', 'Comedy', 'Crime', 'Thriller']",PG-13,,"{'domestic_gross': 113164, 'worldwide_gross': 113164}",1 hr 40 min
3224,Be Natural: The Untold Story of Alice Guy-Blaché,"Apr 19, 2019",['Documentary'],,,"{'domestic_gross': 115685, 'worldwide_gross': 133603}",1 hr 43 min
3225,The Kingmaker,"Nov 8, 2019","['Biography', 'Documentary', 'History']",R,,"{'domestic_gross': 122587, 'worldwide_gross': 148611}",1 hr 41 min
3226,Babylon,"Mar 8, 2019",['Drama'],,,"{'domestic_gross': 109749, 'worldwide_gross': 109749}",1 hr 35 min
3227,Branagh Theatre Live: The Winter's Tale,"Dec 4, 2019",['Drama'],,,"{'domestic_gross': 141143, 'worldwide_gross': 141143}",3 hr
3228,The Audience,"Jun 3, 2019",['Drama'],,,"{'domestic_gross': 106529, 'worldwide_gross': 523432}",2 hr 53 min
3229,The Brink,"Mar 28, 2019",['Documentary'],Not Rated,,"{'domestic_gross': 106057, 'worldwide_gross': 106057}",1 hr 31 min
3230,"Belle and Sebastian, Friends for Life","Jan 25, 2019","['Adventure', 'Family']",,,"{'domestic_gross': 105890, 'worldwide_gross': 229983}",1 hr 31 min
3231,Cold Case Hammarskjöld,"Aug 16, 2019","['Animation', 'Documentary', 'History']",,,"{'domestic_gross': 104965, 'worldwide_gross': 104965}",2 hr 8 min
3232,Downtown 81,"Oct 25, 2019","['Comedy', 'Drama', 'Musical']",,,"{'domestic_gross': 122390, 'worldwide_gross': 122390}",1 hr 12 min
3233,Miss & Mrs. Cops,"May 10, 2019","['Action', 'Comedy', 'Crime']",,,"{'domestic_gross': 104578, 'worldwide_gross': 12147170}",1 hr 47 min
3234,Penguin Highway,"Apr 12, 2019","['Adventure', 'Animation', 'Family', 'Fantasy', 'Mystery']",Not Rated,,"{'domestic_gross': 104567, 'worldwide_gross': 4006647}",1 hr 57 min
3235,Anthropocene: The Human Epoch,"Sep 25, 2019",['Documentary'],,,"{'domestic_gross': 104806, 'worldwide_gross': 334162}",1 hr 27 min
3236,The Divine Fury,"Aug 16, 2019","['Action', 'Horror', 'Thriller']",,,"{'domestic_gross': 102982, 'worldwide_gross': 11799556}",2 hr 9 min
3237,Walking on Water,"May 17, 2019","['Adventure', 'Comedy', 'Documentary', 'History']",,,"{'domestic_gross': 102140, 'worldwide_gross': 178119}",1 hr 45 min
3238,Mojin: The Worm Valley,"Jan 4, 2019","['Action', 'Adventure', 'Fantasy', 'Horror', 'Mystery']",,,"{'domestic_gross': 101516, 'worldwide_gross': 22381583}",1 hr 50 min
3239,Wonders of the Sea,"Jan 17, 2019",['Documentary'],G,,"{'domestic_gross': 100780, 'worldwide_gross': 279415}",1 hr 22 min
3240,Mirai,"Nov 29, 2018","['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']",PG,,"{'domestic_gross': 812794, 'worldwide_gross': 27526961}",1 hr 38 min
3241,Tazza: One-Eyed Jack,"Sep 20, 2019","['Crime', 'Drama']",,,"{'domestic_gross': 97655, 'worldwide_gross': 16572611}",2 hr 19 min
3242,The Third Wife,"May 15, 2019",['Drama'],R,,"{'domestic_gross': 84933, 'worldwide_gross': 305755}",1 hr 36 min
3243,The Song of Names,"Dec 25, 2019","['Drama', 'Music', 'Mystery', 'War']",PG-13,,"{'domestic_gross': 1077584, 'worldwide_gross': 1138700}",1 hr 53 min
3244,The Image Book,"Jan 25, 2019",['Drama'],,,"{'domestic_gross': 94153, 'worldwide_gross': 130802}",1 hr 24 min
3245,Margaret Atwood: Live in Cinemas,"Sep 10, 2019",['News'],,,"{'domestic_gross': 93690, 'worldwide_gross': 529285}",1 hr 50 min
3246,Rojo,"Jul 12, 2019","['Drama', 'Mystery', 'Thriller']",,,"{'domestic_gross': 94757, 'worldwide_gross': 557092}",1 hr 49 min
3247,Always Miss You,"May 3, 2019",['Romance'],Not Rated,,"{'domestic_gross': 91884, 'worldwide_gross': 19015465}",1 hr 38 min
3248,Mapplethorpe,"Mar 1, 2019","['Biography', 'Drama']",,,"{'domestic_gross': 91002, 'worldwide_gross': 91002}",1 hr 42 min
3249,The Crossing,"Mar 15, 2019",['Drama'],,,"{'domestic_gross': 90896, 'worldwide_gross': 1589212}",1 hr 39 min
3250,Loopers: The Caddie's Long Walk,"Jun 7, 2019","['Documentary', 'Sport']",PG,,"{'domestic_gross': 90679, 'worldwide_gross': 90679}",1 hr 20 min
3251,My Dear Liar,"Nov 8, 2019",['Drama'],,,"{'domestic_gross': 90545, 'worldwide_gross': 31177968}",1 hr 56 min
3252,A Bigger Splash,"Jun 21, 2019","['Biography', 'Documentary', 'Drama']",,,"{'domestic_gross': 95826, 'worldwide_gross': 95826}",1 hr 46 min
3253,Sound! Euphonium the Movie - Our Promise: A Brand New Day,"Jul 11, 2019","['Animation', 'Drama', 'Family', 'Music']",,,"{'domestic_gross': 90341, 'worldwide_gross': 2403030}",1 hr 40 min
3254,Varda by Agnès,"Nov 22, 2019","['Biography', 'Documentary']",,,"{'domestic_gross': 160765, 'worldwide_gross': 235699}",1 hr 55 min
3255,Take Point,"Dec 27, 2018",['Action'],,,"{'domestic_gross': 112386, 'worldwide_gross': 12908032}",1 hr 59 min
3256,Ramen Shop,"Mar 22, 2019",['Drama'],,,"{'domestic_gross': 88455, 'worldwide_gross': 734579}",1 hr 29 min
3257,The Lumber Baron,"May 24, 2019","['Drama', 'History', 'Mystery']",PG,,"{'domestic_gross': 88336, 'worldwide_gross': 88336}",2 hr
3258,Jim Allison: Breakthrough,"Sep 27, 2019",['Documentary'],PG-13,,"{'domestic_gross': 87984, 'worldwide_gross': 87984}",1 hr 30 min
3259,ECCO,"Aug 9, 2019","['Crime', 'Drama', 'Thriller']",R,,"{'domestic_gross': 86858, 'worldwide_gross': 86858}",2 hr 3 min
3260,Sonchiriya,"Mar 1, 2019","['Action', 'Crime', 'Drama']",,,"{'domestic_gross': 86765, 'worldwide_gross': 135413}",2 hr 23 min
3261,The Chambermaid,"Jun 28, 2019",['Drama'],,,"{'domestic_gross': 86422, 'worldwide_gross': 164531}",1 hr 42 min
3262,National Theater Live: Cyrano de Bergerac,"Jan 23, 2019","['Drama', 'Romance']",,,"{'domestic_gross': 86300, 'worldwide_gross': 1173512}",2 hr 40 min
3263,Mayday Life,"May 31, 2019",['Music'],,,"{'domestic_gross': 85912, 'worldwide_gross': 7435496}",1 hr 52 min
3264,Skid Row Marathon,"Oct 14, 2019",['Documentary'],,,"{'domestic_gross': 84997, 'worldwide_gross': 84997}",1 hr 25 min
3265,Papi Chulo,"Jun 7, 2019","['Comedy', 'Drama']",R,,"{'domestic_gross': 84703, 'worldwide_gross': 94321}",1 hr 38 min
3266,Woodstock,"May 24, 2019","['Documentary', 'History']",Not Rated,,"{'domestic_gross': 84440, 'worldwide_gross': 84440}",1 hr 46 min
3267,Once Upon a Deadpool,"Dec 12, 2018","['Action', 'Adventure', 'Comedy', 'Sci-Fi']",R,"$110,000,000","{'domestic_gross': 6100309, 'worldwide_gross': 51247568}",1 hr 59 min
3268,Looking Up,"Jul 19, 2019",['Drama'],,,"{'domestic_gross': 84267, 'worldwide_gross': 122994583}",2 hr 27 min
3269,High Strung Free Dance,"Oct 11, 2019","['Music', 'Romance']",PG,,"{'domestic_gross': 83891, 'worldwide_gross': 98481}",1 hr 43 min
3270,Ms. Purple,"Sep 6, 2019",['Drama'],,,"{'domestic_gross': 80657, 'worldwide_gross': 80657}",1 hr 27 min
3271,The Old Man & the Gun,"Sep 28, 2018","['Biography', 'Comedy', 'Crime', 'Drama', 'Romance']",PG-13,,"{'domestic_gross': 11277120, 'worldwide_gross': 17860397}",1 hr 33 min
3272,Swing Kids,"Dec 21, 2018",['Drama'],,,"{'domestic_gross': 222001, 'worldwide_gross': 10397408}",2 hr 13 min
3273,Saint Judy,"Mar 1, 2019","['Biography', 'Drama']",PG-13,,"{'domestic_gross': 78935, 'worldwide_gross': 96212}",1 hr 46 min
3274,The Heiresses,"Jan 16, 2019",['Drama'],,,"{'domestic_gross': 78473, 'worldwide_gross': 811196}",1 hr 38 min
3275,A Faithful Man,"Jul 19, 2019","['Comedy', 'Drama', 'Romance']",,,"{'domestic_gross': 77491, 'worldwide_gross': 1720605}",1 hr 15 min
3276,Ploey,"Apr 26, 2019","['Adventure', 'Animation', 'Family']",PG,,"{'domestic_gross': 77815, 'worldwide_gross': 6146292}",1 hr 23 min
3277,Fast Colour,"Apr 19, 2019","['Drama', 'Sci-Fi', 'Thriller']",PG-13,,"{'domestic_gross': 76916, 'worldwide_gross': 76916}",1 hr 40 min
3278,Christ Stopped at Eboli,"Apr 3, 2019",['Drama'],,,"{'domestic_gross': 78736, 'worldwide_gross': 78736}",2 hr 30 min
3279,Triple Threat,"Mar 19, 2019","['Action', 'Thriller']",R,,"{'domestic_gross': 76289, 'worldwide_gross': 345900}",1 hr 36 min
3280,"Hale County This Morning, This Evening","Sep 14, 2018",['Documentary'],,,"{'domestic_gross': 112282, 'worldwide_gross': 112282}",1 hr 16 min
3281,Savage,"May 3, 2019","['Action', 'Crime', 'Thriller']",Not Rated,,"{'domestic_gross': 74491, 'worldwide_gross': 4140502}",1 hr 52 min
3282,5B,"Jun 14, 2019",['Documentary'],PG-13,,"{'domestic_gross': 72968, 'worldwide_gross': 72968}",1 hr 34 min
3283,Working Woman,"Mar 27, 2019",['Drama'],,,"{'domestic_gross': 64048, 'worldwide_gross': 204727}",1 hr 33 min
3284,Cliffs of Freedom,"Mar 1, 2019",['Drama'],R,,"{'domestic_gross': 72476, 'worldwide_gross': 300842}",2 hr 17 min
3285,3 Faces,"Mar 8, 2019","['Drama', 'History']",,,"{'domestic_gross': 72324, 'worldwide_gross': 2191516}",1 hr 40 min
3286,Storm Boy,"Apr 5, 2019","['Adventure', 'Drama', 'Family']",PG,,"{'domestic_gross': 71760, 'worldwide_gross': 4281218}",1 hr 39 min
3287,Free Trip to Egypt,"Jun 12, 2019","['Adventure', 'Comedy', 'Documentary', 'Drama']",Not Rated,,"{'domestic_gross': 71087, 'worldwide_gross': 71087}",1 hr 38 min
3288,The Battle of Jangsari,"Oct 4, 2019","['Action', 'Drama', 'War']",,,"{'domestic_gross': 70853, 'worldwide_gross': 7883200}",1 hr 44 min
3289,Styx,"Feb 27, 2019",['Drama'],,,"{'domestic_gross': 70794, 'worldwide_gross': 118188}",1 hr 34 min
3290,Batman Returns,"May 6, 2019","['Action', 'Crime', 'Fantasy']",PG-13,"$80,000,000","{'domestic_gross': 70642, 'worldwide_gross': 80699}",2 hr 6 min
3291,Edie,"Sep 6, 2019","['Adventure', 'Drama']",,,"{'domestic_gross': 71790, 'worldwide_gross': 2731170}",1 hr 42 min
3292,Diamantino,"May 24, 2019","['Comedy', 'Drama', 'Fantasy', 'Sci-Fi']",,,"{'domestic_gross': 70088, 'worldwide_gross': 235041}",1 hr 36 min
3293,The Body,"Dec 13, 2019","['Mystery', 'Thriller']",,,"{'domestic_gross': 68196, 'worldwide_gross': 159317}",1 hr 41 min
3294,The Silence of Others,"May 8, 2019",['Documentary'],,,"{'domestic_gross': 67986, 'worldwide_gross': 289455}",1 hr 36 min
3295,The Divine Move 2: The Wrathful,"Nov 15, 2019",['Action'],,,"{'domestic_gross': 67578, 'worldwide_gross': 15642991}",1 hr 46 min
3296,Being Frank,"Jun 14, 2019",['Comedy'],R,,"{'domestic_gross': 67343, 'worldwide_gross': 67343}",1 hr 49 min
3297,Cunningham,"Dec 13, 2019","['Biography', 'Documentary', 'Music']",PG,,"{'domestic_gross': 265102, 'worldwide_gross': 320293}",1 hr 33 min
3298,This Changes Everything,"Jul 22, 2019",['Documentary'],,,"{'domestic_gross': 64988, 'worldwide_gross': 125348}",1 hr 36 min
3299,End of the Century,"Aug 16, 2019",['Drama'],,,"{'domestic_gross': 66309, 'worldwide_gross': 79607}",1 hr 24 min
3300,Beautiful Boy,"Oct 12, 2018","['Biography', 'Drama']",R,,"{'domestic_gross': 7649973, 'worldwide_gross': 16636604}",2 hr
3301,Sauvage / Wild,"Apr 10, 2019",['Drama'],,,"{'domestic_gross': 61604, 'worldwide_gross': 317536}",1 hr 39 min
3302,The Mountain,"Jul 26, 2019",['Drama'],,,"{'domestic_gross': 61035, 'worldwide_gross': 61035}",1 hr 46 min
3303,Last Year at Marienbad,"May 17, 2019","['Drama', 'Mystery']",,,"{'domestic_gross': 63425, 'worldwide_gross': 68402}",1 hr 34 min
3304,By the Grace of God,"Oct 18, 2019","['Crime', 'Drama']",,,"{'domestic_gross': 67059, 'worldwide_gross': 7755652}",2 hr 17 min
3305,John Fogerty: 50 Year Trip - Live at Red Rocks,"Nov 11, 2019",['Music'],,,"{'domestic_gross': 59795, 'worldwide_gross': 59795}",1 hr 50 min
3306,Mickey and the Bear,"Nov 15, 2019",['Drama'],R,,"{'domestic_gross': 57188, 'worldwide_gross': 57188}",1 hr 28 min
3307,Heavy Water,"Jun 13, 2019",['Documentary'],Not Rated,,"{'domestic_gross': 55446, 'worldwide_gross': 99503}",1 hr 24 min
3308,Maria By Callas,"Nov 2, 2018","['Biography', 'Documentary', 'Music']",PG,,"{'domestic_gross': 1267301, 'worldwide_gross': 2185562}",1 hr 59 min
3309,The Hate U Give,"Oct 5, 2018","['Crime', 'Drama']",PG-13,"$23,000,000","{'domestic_gross': 29719483, 'worldwide_gross': 34934009}",2 hr 13 min
3310,Plácido Domingo Gala,"Sep 7, 2019",[],,,"{'domestic_gross': 52502, 'worldwide_gross': 311246}",2 hr
3311,One Cut of the Dead,"Sep 13, 2019","['Comedy', 'Horror']",,,"{'domestic_gross': 52406, 'worldwide_gross': 27590180}",1 hr 36 min
3312,QT8: The First Eight,"Oct 21, 2019",['Documentary'],,,"{'domestic_gross': 51896, 'worldwide_gross': 101616}",1 hr 43 min
3313,Greener Grass,"Oct 18, 2019",['Comedy'],,,"{'domestic_gross': 51456, 'worldwide_gross': 76045}",1 hr 35 min
3314,"Cyrano, My Love","Feb 8, 2019","['Comedy', 'Drama', 'History']",R,,"{'domestic_gross': 351019, 'worldwide_gross': 5985822}",1 hr 50 min
3315,Making Waves: The Art of Cinematic Sound,"Oct 25, 2019",['Documentary'],,,"{'domestic_gross': 53144, 'worldwide_gross': 63998}",1 hr 34 min
