,title,release_date,genres,mpaa,budget_cost,total_gross,runtime,release_month,release_year,world_gross,domestic_gross,month_year,genre_1
117,Eye in the Sky,"Mar 11, 2016","['Action', 'Drama', 'Thriller', 'War']",R,,"{'domestic_gross': 18704595, 'worldwide_gross': 35259653}",1 hr 42 min,Mar,2016,35259653,18704595,Mar 2016,Action
118,Bad Santa 2,"Nov 23, 2016","['Comedy', 'Crime', 'Drama']",R,26000000.0,"{'domestic_gross': 17782178, 'worldwide_gross': 24079268}",1 hr 32 min,Nov,2016,24079268,17782178,Nov 2016,Comedy
119,Masterminds,"Sep 30, 2016","['Biography', 'Comedy', 'Crime']",PG-13,,"{'domestic_gross': 17368022, 'worldwide_gross': 29674699}",1 hr 35 min,Sep,2016,29674699,17368022,Sep 2016,Biography
120,Concussion,"Dec 25, 2015","['Biography', 'Drama', 'Sport']",PG-13,35000000.0,"{'domestic_gross': 34542474, 'worldwide_gross': 48623572}",2 hr 3 min,Dec,2015,48623572,34542474,Dec 2015,Biography
121,Norm of the North,"Jan 15, 2016","['Adventure', 'Animation', 'Comedy', 'Family']",PG,,"{'domestic_gross': 17062499, 'worldwide_gross': 30734502}",1 hr 30 min,Jan,2016,30734502,17062499,Jan 2016,Adventure
122,The Birth of a Nation,"Oct 7, 2016","['Biography', 'Drama', 'History']",R,8500000.0,"{'domestic_gross': 15861566, 'worldwide_gross': 16779212}",2 hr,Oct,2016,16779212,15861566,Oct 2016,Biography
123,Eddie the Eagle,"Feb 26, 2016","['Biography', 'Comedy', 'Drama', 'Family', 'Sport']",PG-13,23000000.0,"{'domestic_gross': 15789389, 'worldwide_gross': 46152800}",1 hr 46 min,Feb,2016,46152800,15789389,Feb 2016,Biography
124,The Infiltrator,"Jul 13, 2016","['Biography', 'Crime', 'Drama', 'Thriller']",R,,"{'domestic_gross': 15436808, 'worldwide_gross': 21011110}",2 hr 7 min,Jul,2016,21011110,15436808,Jul 2016,Biography
125,Keeping Up with the Joneses,"Oct 21, 2016","['Action', 'Comedy']",PG-13,40000000.0,"{'domestic_gross': 14904426, 'worldwide_gross': 29918745}",1 hr 45 min,Oct,2016,29918745,14904426,Oct 2016,Action
126,Criminal,"Apr 15, 2016","['Action', 'Sci-Fi', 'Thriller']",R,,"{'domestic_gross': 14708696, 'worldwide_gross': 38803993}",1 hr 53 min,Apr,2016,38803993,14708696,Apr 2016,Action
127,"Hello, My Name Is Doris","Mar 11, 2016","['Comedy', 'Drama', 'Romance']",R,,"{'domestic_gross': 14444999, 'worldwide_gross': 14659448}",1 hr 30 min,Mar,2016,14659448,14444999,Mar 2016,Comedy
128,The Edge of Seventeen,"Nov 18, 2016","['Comedy', 'Drama']",R,9000000.0,"{'domestic_gross': 14431633, 'worldwide_gross': 19370020}",1 hr 44 min,Nov,2016,19370020,14431633,Nov 2016,Comedy
129,Love & Friendship,"May 13, 2016","['Comedy', 'Drama', 'Romance']",PG,,"{'domestic_gross': 14016568, 'worldwide_gross': 21401949}",1 hr 30 min,May,2016,21401949,14016568,May 2016,Comedy
130,Point Break,"Dec 25, 2015","['Action', 'Crime', 'Sport', 'Thriller']",PG-13,105000000.0,"{'domestic_gross': 28782481, 'worldwide_gross': 133718711}",1 hr 54 min,Dec,2015,133718711,28782481,Dec 2015,Action
131,Hillary's America: The Secret History of the Democratic Party,"Jul 15, 2016","['Biography', 'Documentary', 'History']",PG-13,,"{'domestic_gross': 13099931, 'worldwide_gross': 13099931}",1 hr 46 min,Jul,2016,13099931,13099931,Jul 2016,Biography
132,Triple 9,"Feb 26, 2016","['Action', 'Crime', 'Thriller']",R,,"{'domestic_gross': 12639297, 'worldwide_gross': 23177948}",1 hr 55 min,Feb,2016,23177948,12639297,Feb 2016,Action
133,The Light Between Oceans,"Sep 2, 2016","['Drama', 'Romance']",PG-13,20000000.0,"{'domestic_gross': 12545979, 'worldwide_gross': 25975621}",2 hr 13 min,Sep,2016,25975621,12545979,Sep 2016,Drama
134,Moonlight,"Oct 21, 2016",['Drama'],R,4000000.0,"{'domestic_gross': 27854932, 'worldwide_gross': 65336603}",1 hr 51 min,Oct,2016,65336603,27854932,Oct 2016,Drama
135,The Good Dinosaur,"Nov 25, 2015","['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",PG,,"{'domestic_gross': 123087120, 'worldwide_gross': 332207671}",1 hr 33 min,Nov,2015,332207671,123087120,Nov 2015,Adventure
136,The Hunger Games: Mockingjay - Part 2,"Nov 20, 2015","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",PG-13,160000000.0,"{'domestic_gross': 281723902, 'worldwide_gross': 658344137}",2 hr 17 min,Nov,2015,658344137,281723902,Nov 2015,Action
137,Fifty Shades of Black,"Jan 29, 2016",['Comedy'],R,,"{'domestic_gross': 11686940, 'worldwide_gross': 22227514}",1 hr 32 min,Jan,2016,22227514,11686940,Jan 2016,Comedy
138,No manches Frida,"Sep 2, 2016","['Comedy', 'Romance']",PG-13,,"{'domestic_gross': 11528613, 'worldwide_gross': 23540937}",1 hr 54 min,Sep,2016,23540937,11528613,Sep 2016,Comedy
139,Café Society,"Jul 15, 2016","['Comedy', 'Drama', 'Romance']",PG-13,,"{'domestic_gross': 11103205, 'worldwide_gross': 43763247}",1 hr 36 min,Jul,2016,43763247,11103205,Jul 2016,Comedy
140,Pride and Prejudice and Zombies,"Feb 5, 2016","['Action', 'Comedy', 'Fantasy', 'Horror', 'Romance']",PG-13,28000000.0,"{'domestic_gross': 10938134, 'worldwide_gross': 16457494}",1 hr 48 min,Feb,2016,16457494,10938134,Feb 2016,Action
141,The Darkness,"May 13, 2016","['Horror', 'Thriller']",PG-13,,"{'domestic_gross': 10753574, 'worldwide_gross': 10898293}",1 hr 32 min,May,2016,10898293,10753574,May 2016,Horror
142,Creed,"Nov 25, 2015","['Drama', 'Family', 'Sport']",PG-13,35000000.0,"{'domestic_gross': 109767581, 'worldwide_gross': 173567581}",2 hr 13 min,Nov,2015,173567581,109767581,Nov 2015,Drama
143,Nocturnal Animals,"Nov 18, 2016","['Drama', 'Thriller']",R,,"{'domestic_gross': 10663357, 'worldwide_gross': 30311857}",1 hr 56 min,Nov,2016,30311857,10663357,Nov 2016,Drama
144,The Lady in the Van,"Dec 4, 2015","['Biography', 'Comedy', 'Drama']",PG-13,,"{'domestic_gross': 10021175, 'worldwide_gross': 41387687}",1 hr 44 min,Dec,2015,41387687,10021175,Dec 2015,Biography
145,Room,"Oct 16, 2015","['Drama', 'Thriller']",R,,"{'domestic_gross': 14677654, 'worldwide_gross': 35401758}",1 hr 58 min,Oct,2015,35401758,14677654,Oct 2015,Drama
146,The Perfect Match,"Mar 11, 2016","['Comedy', 'Romance']",R,,"{'domestic_gross': 9669521, 'worldwide_gross': 10414738}",1 hr 36 min,Mar,2016,10414738,9669521,Mar 2016,Comedy
147,Popstar: Never Stop Never Stopping,"Jun 3, 2016","['Comedy', 'Music']",R,,"{'domestic_gross': 9639125, 'worldwide_gross': 9680029}",1 hr 27 min,Jun,2016,9680029,9639125,Jun 2016,Comedy
148,Hardcore Henry,"Apr 8, 2016","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",R,,"{'domestic_gross': 9252038, 'worldwide_gross': 16810562}",1 hr 36 min,Apr,2016,16810562,9252038,Apr 2016,Action
149,Meet the Blacks,"Apr 1, 2016","['Comedy', 'Horror']",R,,"{'domestic_gross': 9097072, 'worldwide_gross': 9097072}",1 hr 34 min,Apr,2016,9097072,9097072,Apr 2016,Comedy
150,Carol,"Nov 20, 2015","['Drama', 'Romance']",R,,"{'domestic_gross': 12711491, 'worldwide_gross': 40272135}",1 hr 58 min,Nov,2015,40272135,12711491,Nov 2015,Drama
151,Queen of Katwe,"Sep 23, 2016","['Biography', 'Drama', 'Sport']",PG,15000000.0,"{'domestic_gross': 8874389, 'worldwide_gross': 10367161}",2 hr 4 min,Sep,2016,10367161,8874389,Sep 2016,Biography
152,Ratchet & Clank,"Apr 29, 2016","['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",PG,,"{'domestic_gross': 8821329, 'worldwide_gross': 13385737}",1 hr 34 min,Apr,2016,13385737,8821329,Apr 2016,Action
153,The Lobster,"May 13, 2016","['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Thriller']",R,,"{'domestic_gross': 8700374, 'worldwide_gross': 8952351}",1 hr 59 min,May,2016,8952351,8700374,May 2016,Comedy
154,Dangal,"Dec 21, 2016","['Action', 'Biography', 'Drama', 'Sport']",,,"{'domestic_gross': 12391761, 'worldwide_gross': 303723636}",2 hr 41 min,Dec,2016,303723636,12391761,Dec 2016,Action
155,A Beautiful Planet,"Apr 29, 2016",['Documentary'],,,"{'domestic_gross': 15650615, 'worldwide_gross': 25730120}",46 min,Apr,2016,25730120,15650615,Apr 2016,Documentary
156,The Wild Life,"Sep 9, 2016","['Adventure', 'Animation', 'Comedy', 'Family']",PG,,"{'domestic_gross': 8005586, 'worldwide_gross': 40075446}",1 hr 31 min,Sep,2016,40075446,8005586,Sep 2016,Adventure
157,Loving,"Nov 4, 2016","['Biography', 'Drama', 'Romance']",PG-13,,"{'domestic_gross': 7751969, 'worldwide_gross': 12957265}",2 hr 3 min,Nov,2016,12957265,7751969,Nov 2016,Biography
158,Shut In,"Nov 11, 2016","['Drama', 'Horror', 'Mystery', 'Thriller']",PG-13,,"{'domestic_gross': 6900335, 'worldwide_gross': 13082071}",1 hr 31 min,Nov,2016,13082071,6900335,Nov 2016,Drama
159,The Brothers Grimsby,"Mar 11, 2016","['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",R,,"{'domestic_gross': 6874837, 'worldwide_gross': 27979040}",1 hr 23 min,Mar,2016,27979040,6874837,Mar 2016,Action
160,The Danish Girl,"Nov 27, 2015","['Biography', 'Drama', 'Romance']",R,,"{'domestic_gross': 11114018, 'worldwide_gross': 64191523}",1 hr 59 min,Nov,2015,64191523,11114018,Nov 2015,Biography
161,The Young Messiah,"Mar 11, 2016","['Drama', 'Fantasy']",PG-13,,"{'domestic_gross': 6490401, 'worldwide_gross': 7330338}",1 hr 51 min,Mar,2016,7330338,6490401,Mar 2016,Drama
162,Jackie,"Dec 2, 2016","['Biography', 'Drama', 'History']",R,,"{'domestic_gross': 13960394, 'worldwide_gross': 24270399}",1 hr 40 min,Dec,2016,24270399,13960394,Dec 2016,Biography
163,Southside with You,"Aug 26, 2016","['Biography', 'Drama', 'History', 'Romance']",PG-13,,"{'domestic_gross': 6304223, 'worldwide_gross': 6628603}",1 hr 24 min,Aug,2016,6628603,6304223,Aug 2016,Biography
164,Captain Fantastic,"Jul 8, 2016","['Comedy', 'Drama']",R,,"{'domestic_gross': 5879835, 'worldwide_gross': 22787526}",1 hr 58 min,Jul,2016,22787526,5879835,Jul 2016,Comedy
165,Sultan,"Jul 6, 2016","['Action', 'Drama', 'Sport']",,13430000.0,"{'domestic_gross': 6200000, 'worldwide_gross': 87280000}",2 hr 50 min,Jul,2016,87280000,6200000,Jul 2016,Action
166,Lion,"Nov 25, 2016","['Biography', 'Drama']",PG-13,12000000.0,"{'domestic_gross': 51738905, 'worldwide_gross': 140312928}",1 hr 58 min,Nov,2016,140312928,51738905,Nov 2016,Biography
167,Hunt for the Wilderpeople,"Jun 24, 2016","['Adventure', 'Comedy', 'Drama']",PG-13,,"{'domestic_gross': 5205468, 'worldwide_gross': 22519390}",1 hr 41 min,Jun,2016,22519390,5205468,Jun 2016,Adventure
168,Bleed for This,"Nov 18, 2016","['Biography', 'Drama', 'Sport']",R,6000000.0,"{'domestic_gross': 5083906, 'worldwide_gross': 6698679}",1 hr 57 min,Nov,2016,6698679,5083906,Nov 2016,Biography
169,Incarnate,"Dec 2, 2016","['Horror', 'Thriller']",PG-13,5000000.0,"{'domestic_gross': 4799774, 'worldwide_gross': 9037058}",1 hr 31 min,Dec,2016,9037058,4799774,Dec 2016,Horror
170,Absolutely Fabulous: The Movie,"Jul 22, 2016","['Comedy', 'Crime']",R,,"{'domestic_gross': 4772155, 'worldwide_gross': 39219109}",1 hr 31 min,Jul,2016,39219109,4772155,Jul 2016,Comedy
171,Hands of Stone,"Aug 26, 2016","['Biography', 'Drama', 'Sport']",R,,"{'domestic_gross': 4712792, 'worldwide_gross': 4978353}",1 hr 51 min,Aug,2016,4978353,4712792,Aug 2016,Biography
172,Don't Think Twice,"Jul 22, 2016","['Comedy', 'Drama']",R,,"{'domestic_gross': 4417667, 'worldwide_gross': 4417667}",1 hr 32 min,Jul,2016,4417667,4417667,Jul 2016,Comedy
173,The Meddler,"Apr 22, 2016","['Comedy', 'Drama', 'Romance']",PG-13,,"{'domestic_gross': 4267218, 'worldwide_gross': 5294643}",1 hr 43 min,Apr,2016,5294643,4267218,Apr 2016,Comedy
174,Ae Dil Hai Mushkil,"Oct 28, 2016","['Drama', 'Music', 'Musical', 'Romance']",,,"{'domestic_gross': 4264983, 'worldwide_gross': 31668920}",2 hr 38 min,Oct,2016,31668920,4264983,Oct 2016,Drama
175,A Hologram for the King,"Apr 22, 2016","['Comedy', 'Drama', 'Romance']",R,,"{'domestic_gross': 4212494, 'worldwide_gross': 9169507}",1 hr 38 min,Apr,2016,9169507,4212494,Apr 2016,Comedy
176,Swiss Army Man,"Jun 24, 2016","['Comedy', 'Drama', 'Fantasy', 'Romance']",R,,"{'domestic_gross': 4210454, 'worldwide_gross': 4935501}",1 hr 37 min,Jun,2016,4935501,4210454,Jun 2016,Comedy
177,45 Years,"Dec 23, 2015","['Drama', 'Romance']",R,,"{'domestic_gross': 4247285, 'worldwide_gross': 14430249}",1 hr 31 min,Dec,2015,14430249,4247285,Dec 2015,Drama
178,Denial,"Sep 30, 2016","['Biography', 'Drama']",PG-13,,"{'domestic_gross': 4073489, 'worldwide_gross': 7994527}",1 hr 49 min,Sep,2016,7994527,4073489,Sep 2016,Biography
179,Morgan,"Sep 2, 2016","['Action', 'Horror', 'Sci-Fi', 'Thriller']",R,8000000.0,"{'domestic_gross': 3915251, 'worldwide_gross': 8809407}",1 hr 32 min,Sep,2016,8809407,3915251,Sep 2016,Action
180,Kabali,"Jul 21, 2016","['Action', 'Crime', 'Drama']",,,"{'domestic_gross': 3903095, 'worldwide_gross': 4388789}",2 hr 33 min,Jul,2016,4388789,3903095,Jul 2016,Action
181,The Man Who Knew Infinity,"Apr 29, 2016","['Biography', 'Drama']",PG-13,,"{'domestic_gross': 3866794, 'worldwide_gross': 12252684}",1 hr 48 min,Apr,2016,12252684,3866794,Apr 2016,Biography
182,Where to Invade Next,"Feb 12, 2016","['Comedy', 'Documentary']",R,,"{'domestic_gross': 3827261, 'worldwide_gross': 4664756}",2 hr,Feb,2016,4664756,3827261,Feb 2016,Comedy
183,Max Steel,"Oct 14, 2016","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",PG-13,,"{'domestic_gross': 3818664, 'worldwide_gross': 6272403}",1 hr 32 min,Oct,2016,6272403,3818664,Oct 2016,Action
184,Batman: The Killing Joke,"Jul 25, 2016","['Action', 'Animation', 'Crime', 'Drama', 'Thriller']",R,,"{'domestic_gross': 3775000, 'worldwide_gross': 4462034}",1 hr 16 min,Jul,2016,4462034,3775000,Jul 2016,Action
185,Midnight Special,"Mar 18, 2016","['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",PG-13,,"{'domestic_gross': 3712282, 'worldwide_gross': 6740647}",1 hr 52 min,Mar,2016,6740647,3712282,Mar 2016,Drama
186,Anomalisa,"Dec 30, 2015","['Animation', 'Comedy', 'Drama', 'Romance']",R,8000000.0,"{'domestic_gross': 3759286, 'worldwide_gross': 5659286}",1 hr 30 min,Dec,2015,5659286,3759286,Dec 2015,Animation
187,Rules Don't Apply,"Nov 23, 2016","['Comedy', 'Drama', 'Romance']",PG-13,25000000.0,"{'domestic_gross': 3652206, 'worldwide_gross': 3885342}",2 hr 7 min,Nov,2016,3885342,3652206,Nov 2016,Comedy
188,Miss Sloane,"Nov 25, 2016","['Drama', 'Thriller']",R,,"{'domestic_gross': 3500605, 'worldwide_gross': 9101546}",2 hr 12 min,Nov,2016,9101546,3500605,Nov 2016,Drama
189,Indignation,"Jul 29, 2016","['Drama', 'Romance']",R,,"{'domestic_gross': 3401155, 'worldwide_gross': 3924527}",1 hr 50 min,Jul,2016,3924527,3401155,Jul 2016,Drama
190,Everybody Wants Some!!,"Mar 30, 2016",['Comedy'],R,,"{'domestic_gross': 3400278, 'worldwide_gross': 4644472}",1 hr 57 min,Mar,2016,4644472,3400278,Mar 2016,Comedy
191,Maggie's Plan,"May 20, 2016","['Comedy', 'Drama', 'Romance']",R,,"{'domestic_gross': 3351735, 'worldwide_gross': 5883891}",1 hr 38 min,May,2016,5883891,3351735,May 2016,Comedy
192,A Man Called Ove,"Sep 30, 2016","['Comedy', 'Drama', 'Romance']",PG-13,,"{'domestic_gross': 3479315, 'worldwide_gross': 30691696}",1 hr 56 min,Sep,2016,30691696,3479315,Sep 2016,Comedy
193,Sing Street,"Apr 15, 2016","['Comedy', 'Drama', 'Music', 'Romance']",PG-13,,"{'domestic_gross': 3237118, 'worldwide_gross': 13624522}",1 hr 46 min,Apr,2016,13624522,3237118,Apr 2016,Comedy
194,The Mermaid,"Feb 19, 2016","['Comedy', 'Drama', 'Fantasy', 'Romance']",R,,"{'domestic_gross': 3232685, 'worldwide_gross': 553810228}",1 hr 34 min,Feb,2016,553810228,3232685,Feb 2016,Comedy
195,Green Room,"Apr 15, 2016","['Horror', 'Music', 'Thriller']",R,,"{'domestic_gross': 3220371, 'worldwide_gross': 3769214}",1 hr 35 min,Apr,2016,3769214,3220371,Apr 2016,Horror
196,Our Kind of Traitor,"Jul 1, 2016","['Crime', 'Drama', 'Thriller']",R,,"{'domestic_gross': 3153157, 'worldwide_gross': 10711027}",1 hr 48 min,Jul,2016,10711027,3153157,Jul 2016,Crime
197,Compadres,"Apr 22, 2016","['Action', 'Comedy', 'Crime']",R,,"{'domestic_gross': 3127773, 'worldwide_gross': 7353544}",1 hr 41 min,Apr,2016,7353544,3127773,Apr 2016,Action
198,The Martian,"Oct 2, 2015","['Adventure', 'Drama', 'Sci-Fi']",PG-13,108000000.0,"{'domestic_gross': 228433663, 'worldwide_gross': 630161890}",2 hr 24 min,Oct,2015,630161890,228433663,Oct 2015,Adventure
199,The Other Side of the Door,"Mar 4, 2016",['Horror'],R,,"{'domestic_gross': 3000342, 'worldwide_gross': 14332467}",1 hr 36 min,Mar,2016,14332467,3000342,Mar 2016,Horror
200,Spectre,"Nov 6, 2015","['Action', 'Adventure', 'Thriller']",PG-13,245000000.0,"{'domestic_gross': 200074609, 'worldwide_gross': 880674609}",2 hr 28 min,Nov,2015,880674609,200074609,Nov 2015,Action
201,Anthropoid,"Aug 12, 2016","['Action', 'Biography', 'Drama', 'History', 'Romance', 'Thriller', 'War']",R,,"{'domestic_gross': 2964845, 'worldwide_gross': 5079219}",2 hr,Aug,2016,5079219,2964845,Aug 2016,Action
202,The Beatles: Eight Days a Week - The Touring Years,"Sep 15, 2016","['Documentary', 'Music']",,,"{'domestic_gross': 2930414, 'worldwide_gross': 12283800}",1 hr 46 min,Sep,2016,12283800,2930414,Sep 2016,Documentary
203,The Oscar Nominated Short Films 2016: Live Action,"Jan 29, 2016",['Drama'],,,"{'domestic_gross': 2816816, 'worldwide_gross': 2850840}",2 hr 21 min,Jan,2016,2850840,2816816,Jan 2016,Drama
204,Ip Man 3,"Jan 22, 2016","['Action', 'Biography', 'Drama']",PG-13,,"{'domestic_gross': 2679437, 'worldwide_gross': 156954938}",1 hr 45 min,Jan,2016,156954938,2679437,Jan 2016,Action
205,Miles Ahead,"Apr 1, 2016","['Biography', 'Drama', 'Music', 'Romance']",R,,"{'domestic_gross': 2610896, 'worldwide_gross': 3473958}",1 hr 40 min,Apr,2016,3473958,2610896,Apr 2016,Biography
206,Kapoor & Sons,"Mar 18, 2016","['Comedy', 'Drama', 'Romance']",,,"{'domestic_gross': 2607036, 'worldwide_gross': 17412627}",2 hr 12 min,Mar,2016,17412627,2607036,Mar 2016,Comedy
207,The Disappointments Room,"Sep 9, 2016","['Drama', 'Horror', 'Thriller']",R,15000000.0,"{'domestic_gross': 2423468, 'worldwide_gross': 5745040}",1 hr 25 min,Sep,2016,5745040,2423468,Sep 2016,Drama
208,Hillsong: Let Hope Rise,"Sep 16, 2016","['Documentary', 'Family', 'Music']",PG,,"{'domestic_gross': 2394386, 'worldwide_gross': 2649761}",1 hr 43 min,Sep,2016,2649761,2394386,Sep 2016,Documentary
209,Dear Zindagi,"Nov 23, 2016","['Drama', 'Romance']",,,"{'domestic_gross': 2376479, 'worldwide_gross': 3199581}",2 hr 31 min,Nov,2016,3199581,2376479,Nov 2016,Drama
210,A Aa,"Jun 1, 2016","['Comedy', 'Romance']",,,"{'domestic_gross': 2313043, 'worldwide_gross': 2313043}",2 hr 32 min,Jun,2016,2313043,2313043,Jun 2016,Comedy
211,Fan,"Apr 15, 2016","['Action', 'Drama', 'Thriller']",,15670000.0,"{'domestic_gross': 2300000, 'worldwide_gross': 28240000}",2 hr 18 min,Apr,2016,28240000,2300000,Apr 2016,Action
212,WARx2,"Sep 18, 2015",['Documentary'],PG-13,,"{'domestic_gross': 2310625, 'worldwide_gross': 2310625}",1 hr 57 min,Sep,2015,2310625,2310625,Sep 2015,Documentary
213,The Eagle Huntress,"Nov 2, 2016","['Adventure', 'Documentary', 'Sport']",,,"{'domestic_gross': 3169351, 'worldwide_gross': 4400140}",1 hr 27 min,Nov,2016,4400140,3169351,Nov 2016,Adventure
214,Train to Busan,"Jul 22, 2016","['Action', 'Horror', 'Thriller']",,,"{'domestic_gross': 2129768, 'worldwide_gross': 92688375}",1 hr 58 min,Jul,2016,92688375,2129768,Jul 2016,Action
215,I'm Not Ashamed,"Oct 21, 2016","['Biography', 'Drama']",PG-13,,"{'domestic_gross': 2082980, 'worldwide_gross': 2082980}",1 hr 52 min,Oct,2016,2082980,2082980,Oct 2016,Biography
216,A Bigger Splash,"May 4, 2016","['Drama', 'Thriller']",R,,"{'domestic_gross': 2024099, 'worldwide_gross': 7545758}",2 hr 5 min,May,2016,7545758,2024099,May 2016,Drama
217,The Dressmaker,"Sep 23, 2016","['Comedy', 'Drama']",R,,"{'domestic_gross': 2022115, 'worldwide_gross': 23762417}",1 hr 59 min,Sep,2016,23762417,2022115,Sep 2016,Comedy
218,Desierto,"Oct 14, 2016","['Action', 'Adventure', 'Drama', 'Romance', 'Thriller']",R,,"{'domestic_gross': 2002036, 'worldwide_gross': 4924990}",1 hr 28 min,Oct,2016,4924990,2002036,Oct 2016,Action
219,Greater,"Aug 26, 2016","['Biography', 'Family', 'Sport']",PG,,"{'domestic_gross': 2000093, 'worldwide_gross': 2000093}",2 hr 10 min,Aug,2016,2000093,2000093,Aug 2016,Biography
220,Hidden Figures,"Dec 25, 2016","['Biography', 'Drama', 'History']",PG,25000000.0,"{'domestic_gross': 169607287, 'worldwide_gross': 235956898}",2 hr 7 min,Dec,2016,235956898,169607287,Dec 2016,Biography
221,Demolition,"Apr 8, 2016","['Action', 'Comedy', 'Drama']",R,,"{'domestic_gross': 1978592, 'worldwide_gross': 4366460}",1 hr 41 min,Apr,2016,4366460,1978592,Apr 2016,Action
222,In the Heart of the Sea,"Dec 11, 2015","['Action', 'Adventure', 'Biography', 'Drama', 'History']",PG-13,100000000.0,"{'domestic_gross': 25020758, 'worldwide_gross': 93920758}",2 hr 2 min,Dec,2015,93920758,25020758,Dec 2015,Action
223,The Peanuts Movie,"Nov 6, 2015","['Animation', 'Comedy', 'Family']",G,99000000.0,"{'domestic_gross': 130178411, 'worldwide_gross': 246233113}",1 hr 28 min,Nov,2015,246233113,130178411,Nov 2015,Animation
224,Shin Godzilla,"Oct 11, 2016","['Action', 'Adventure', 'Drama', 'Horror', 'Sci-Fi']",,,"{'domestic_gross': 1918403, 'worldwide_gross': 77947607}",2 hr,Oct,2016,77947607,1918403,Oct 2016,Action
225,The Handmaiden,"Oct 21, 2016","['Drama', 'Romance', 'Thriller']",,,"{'domestic_gross': 2006788, 'worldwide_gross': 37692886}",2 hr 25 min,Oct,2016,37692886,2006788,Oct 2016,Drama
226,Purple Rain,"Apr 23, 2016","['Drama', 'Music', 'Musical', 'Romance']",,,"{'domestic_gross': 1868075, 'worldwide_gross': 1868929}",1 hr 51 min,Apr,2016,1868929,1868075,Apr 2016,Drama
