,title,release_date,genres,mpaa,budget_cost,total_gross,runtime
1319,BPM (Beats Per Minute),20-Oct-17,['Drama'],,,"{'domestic_gross': 125189, 'worldwide_gross': 7704369}",2 hr 23 min
1320,Aida's Secrets,20-Oct-17,['Documentary'],,,"{'domestic_gross': 98468, 'worldwide_gross': 98468}",1 hr 30 min
1321,Memoir of a Murderer,8-Sep-17,"['Action', 'Crime', 'Thriller']",,,"{'domestic_gross': 91335, 'worldwide_gross': 19015346}",1 hr 58 min
1322,The King's Case Note,28-Apr-17,"['Comedy', 'Mystery']",,,"{'domestic_gross': 90959, 'worldwide_gross': 11383493}",1 hr 54 min
1323,Because of Grácia,15-Sep-17,"['Comedy', 'Drama', 'Romance']",PG-13,,"{'domestic_gross': 90878, 'worldwide_gross': 90878}",1 hr 47 min
1324,Dina,6-Oct-17,['Documentary'],,,"{'domestic_gross': 90503, 'worldwide_gross': 96524}",1 hr 43 min
1325,Night of the Living Dead,13-Oct-17,['Horror'],,,"{'domestic_gross': 89029, 'worldwide_gross': 89029}",1 hr 36 min
1326,Hostiles,22-Dec-17,"['Drama', 'Western']",R,,"{'domestic_gross': 29819114, 'worldwide_gross': 35669017}",2 hr 14 min
1327,Warriors of the Dawn,16-Jun-17,"['Adventure', 'Drama', 'History', 'War']",,,"{'domestic_gross': 84532, 'worldwide_gross': 5497176}",2 hr 10 min
1328,Chapter & Verse,3-Feb-17,['Drama'],R,,"{'domestic_gross': 84147, 'worldwide_gross': 84147}",1 hr 37 min
1329,Space Station 3D,19-Apr-02,['Documentary'],,,"{'domestic_gross': 93383953, 'worldwide_gross': 128363881}",47 min
1330,Earth: One Amazing Day,6-Oct-17,"['Documentary', 'Family']",G,,"{'domestic_gross': 81345, 'worldwide_gross': 12851540}",1 hr 35 min
1331,The Nile Hilton Incident,11-Aug-17,"['Crime', 'Drama', 'Mystery', 'Thriller']",,,"{'domestic_gross': 81089, 'worldwide_gross': 3979536}",1 hr 51 min
1332,Ocean Waves,28-Dec-16,"['Animation', 'Drama', 'Romance']",PG-13,,"{'domestic_gross': 87738, 'worldwide_gross': 87738}",1 hr 12 min
1333,Stefan Zweig: Farewell to Europe,12-May-17,"['Biography', 'Drama', 'History']",,,"{'domestic_gross': 78372, 'worldwide_gross': 683063}",1 hr 46 min
1334,Harold and Lillian: A Hollywood Love Story,28-Apr-17,"['Biography', 'Documentary']",,,"{'domestic_gross': 78301, 'worldwide_gross': 78301}",1 hr 34 min
1335,Pop Aye,28-Jun-17,['Drama'],,,"{'domestic_gross': 77976, 'worldwide_gross': 204464}",1 hr 44 min
1336,The Wasted Times,16-Dec-16,['Drama'],,,"{'domestic_gross': 386540, 'worldwide_gross': 18345372}",2 hr 5 min
1337,Te Ata,29-Sep-17,"['Biography', 'Drama', 'History']",PG,,"{'domestic_gross': 73236, 'worldwide_gross': 73236}",1 hr 45 min
1338,Buster's Mal Heart,28-Apr-17,"['Drama', 'Mystery', 'Thriller']",,,"{'domestic_gross': 73121, 'worldwide_gross': 73121}",1 hr 36 min
1339,Bad Santa 2,23-Nov-16,"['Comedy', 'Crime', 'Drama']",R,"$26,000,000 ","{'domestic_gross': 17782178, 'worldwide_gross': 24079268}",1 hr 32 min
1340,Turn It Around: The Story of East Bay Punk,28-Jul-17,"['Documentary', 'History', 'Music']",,,"{'domestic_gross': 69787, 'worldwide_gross': 69787}",2 hr 35 min
1341,Bill Nye: Science Guy,27-Oct-17,['Documentary'],,,"{'domestic_gross': 74909, 'worldwide_gross': 74909}",1 hr 41 min
1342,My Entire High School Sinking Into the Sea,14-Apr-17,"['Animation', 'Comedy', 'Drama']",PG-13,,"{'domestic_gross': 68883, 'worldwide_gross': 68883}",1 hr 15 min
1343,To the Arctic 3D,20-Apr-12,['Documentary'],G,,"{'domestic_gross': 14560838, 'worldwide_gross': 23695388}",40 min
1344,Alive and Kicking,7-Apr-17,"['Documentary', 'History', 'Music']",,,"{'domestic_gross': 68485, 'worldwide_gross': 68485}",1 hr 28 min
1345,The Love Witch,11-Nov-16,"['Comedy', 'Horror', 'Romance', 'Thriller']",,,"{'domestic_gross': 228894, 'worldwide_gross': 246218}",2 hr
1346,Architects of Denial,6-Oct-17,['Documentary'],,,"{'domestic_gross': 65424, 'worldwide_gross': 65424}",1 hr 42 min
1347,The Teacher,30-Aug-17,"['Comedy', 'Drama']",,,"{'domestic_gross': 64437, 'worldwide_gross': 1350426}",1 hr 42 min
1348,The Tiger Hunter,22-Sep-17,['Comedy'],,,"{'domestic_gross': 62398, 'worldwide_gross': 62398}",1 hr 34 min
1349,Tragedy Girls,20-Oct-17,"['Comedy', 'Crime', 'Horror']",R,,"{'domestic_gross': 61899, 'worldwide_gross': 122211}",1 hr 38 min
1350,Donald Cried,3-Mar-17,"['Comedy', 'Drama']",,,"{'domestic_gross': 61406, 'worldwide_gross': 61406}",1 hr 25 min
1351,Worlds Apart,13-Jan-17,"['Drama', 'Romance']",,,"{'domestic_gross': 60298, 'worldwide_gross': 5011560}",1 hr 53 min
1352,Manolo: the Boy Who Made Shoes for Lizards,15-Sep-17,"['Biography', 'Documentary', 'Drama']",,,"{'domestic_gross': 60056, 'worldwide_gross': 64889}",1 hr 29 min
1353,Bang! The Bert Berns Story,26-Apr-17,"['Documentary', 'History', 'Music']",,,"{'domestic_gross': 59299, 'worldwide_gross': 59299}",1 hr 34 min
1354,The Boom,16-Jun-17,['Comedy'],,,"{'domestic_gross': 57962, 'worldwide_gross': 57962}",1 hr 28 min
1355,Tomorrow,10-Mar-17,['Documentary'],,,"{'domestic_gross': 62510, 'worldwide_gross': 11277905}",1 hr 58 min
1356,Happy End,22-Dec-17,['Drama'],R,,"{'domestic_gross': 301718, 'worldwide_gross': 2610794}",1 hr 47 min
1357,The Brand New Testament,9-Dec-16,"['Comedy', 'Fantasy']",,,"{'domestic_gross': 127910, 'worldwide_gross': 15709652}",1 hr 54 min
1358,Fire at Sea,18-Sep-16,['Documentary'],,,"{'domestic_gross': 120933, 'worldwide_gross': 1178377}",1 hr 54 min
1359,Extraordinary Mission,7-Apr-17,"['Action', 'Crime']",,"$23,000,000 ","{'domestic_gross': 54174, 'worldwide_gross': 22757764}",1 hr 57 min
1360,God of War,2-Jun-17,"['Action', 'History']",,,"{'domestic_gross': 53000, 'worldwide_gross': 9559524}",2 hr 8 min
1361,The Paris Opera,18-Oct-17,['Documentary'],,,"{'domestic_gross': 55482, 'worldwide_gross': 781039}",1 hr 50 min
1362,The Divine Order,27-Oct-17,"['Comedy', 'Drama']",,,"{'domestic_gross': 76277, 'worldwide_gross': 195081}",1 hr 36 min
1363,My Journey Through French Cinema,23-Jun-17,['Documentary'],,,"{'domestic_gross': 52214, 'worldwide_gross': 71174}",3 hr 21 min
1364,Beautiful Accident,2-Jun-17,"['Comedy', 'Fantasy']",,,"{'domestic_gross': 51766, 'worldwide_gross': 2632092}",1 hr 44 min
1365,Tickling Giants,17-Mar-17,['Documentary'],,,"{'domestic_gross': 51499, 'worldwide_gross': 51499}",1 hr 51 min
1366,The Ornithologist,23-Jun-17,"['Adventure', 'Drama', 'Mystery']",,,"{'domestic_gross': 50511, 'worldwide_gross': 74714}",1 hr 57 min
1367,I Called Him Morgan,24-Mar-17,"['Documentary', 'Drama', 'History', 'Music']",,,"{'domestic_gross': 128986, 'worldwide_gross': 128986}",1 hr 32 min
1368,Person to Person,28-Jul-17,"['Comedy', 'Drama']",,,"{'domestic_gross': 48499, 'worldwide_gross': 48499}",1 hr 24 min
1369,Napping Princess,8-Sep-17,"['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Sci-Fi']",,,"{'domestic_gross': 48198, 'worldwide_gross': 1156847}",1 hr 51 min
1370,Tampopo,21-Oct-16,['Comedy'],,,"{'domestic_gross': 224097, 'worldwide_gross': 224097}",1 hr 54 min
1371,From the Land of the Moon,28-Jul-17,"['Drama', 'Romance']",R,,"{'domestic_gross': 47748, 'worldwide_gross': 6524799}",2 hr
1372,So B. It,6-Oct-17,['Drama'],PG-13,,"{'domestic_gross': 47627, 'worldwide_gross': 47627}",1 hr 38 min
1373,Twenty Two,8-Sep-17,"['Crime', 'Documentary', 'History', 'War']",,,"{'domestic_gross': 46796, 'worldwide_gross': 55001}",1 hr 52 min
1374,The Force,14-Jul-17,['Documentary'],,,"{'domestic_gross': 59912, 'worldwide_gross': 59912}",1 hr 32 min
1375,Saving Banksy,13-Jan-17,['Documentary'],,,"{'domestic_gross': 47965, 'worldwide_gross': 47965}",1 hr 20 min
1376,Panique,20-Jan-17,"['Crime', 'Drama']",,,"{'domestic_gross': 46041, 'worldwide_gross': 46041}",1 hr 39 min
1377,"Léon Morin, Priest",12-May-17,"['Drama', 'Romance', 'War']",,,"{'domestic_gross': 44511, 'worldwide_gross': 44511}",1 hr 57 min
1378,Just One Drop,22-Sep-17,['Documentary'],,,"{'domestic_gross': 60078, 'worldwide_gross': 60078}",1 hr 6 min
1379,The Death of Louis XIV,31-Mar-17,"['Biography', 'Drama', 'History']",,,"{'domestic_gross': 43635, 'worldwide_gross': 209715}",1 hr 55 min
1380,Hermia & Helena,26-May-17,"['Comedy', 'Drama']",,,"{'domestic_gross': 43152, 'worldwide_gross': 44156}",1 hr 27 min
1381,Bluebeard,17-Mar-17,['Thriller'],,,"{'domestic_gross': 43144, 'worldwide_gross': 8855737}",1 hr 57 min
1382,Woodshock,22-Sep-17,"['Drama', 'Thriller']",R,,"{'domestic_gross': 42603, 'worldwide_gross': 43682}",1 hr 40 min
1383,Maurice,19-May-17,"['Drama', 'Romance']",,,"{'domestic_gross': 45926, 'worldwide_gross': 45926}",2 hr 20 min
1384,One Week and a Day,28-Apr-17,"['Comedy', 'Drama']",,,"{'domestic_gross': 41614, 'worldwide_gross': 152178}",1 hr 38 min
1385,The Settlers,3-Mar-17,['Documentary'],,,"{'domestic_gross': 41562, 'worldwide_gross': 41562}",1 hr 47 min
1386,Seasons,25-Nov-16,['Documentary'],PG,,"{'domestic_gross': 150092, 'worldwide_gross': 11425100}",1 hr 36 min
1387,Karl Marx City,29-Mar-17,['Documentary'],,,"{'domestic_gross': 41072, 'worldwide_gross': 41072}",1 hr 29 min
1388,Unrest,22-Sep-17,"['Documentary', 'Drama', 'History', 'Romance']",,,"{'domestic_gross': 40081, 'worldwide_gross': 40081}",1 hr 38 min
1389,The Commune,19-May-17,['Drama'],,,"{'domestic_gross': 38737, 'worldwide_gross': 4410339}",1 hr 51 min
1390,I Am the Blues,12-Jul-17,"['Documentary', 'History', 'Music']",,,"{'domestic_gross': 37849, 'worldwide_gross': 37849}",1 hr 46 min
1391,78/52: Hitchcock's Shower Scene,13-Oct-17,['Documentary'],,,"{'domestic_gross': 37664, 'worldwide_gross': 46838}",1 hr 31 min
1392,A Woman's Life,5-May-17,['Drama'],,,"{'domestic_gross': 37626, 'worldwide_gross': 895944}",1 hr 59 min
1393,School Life,8-Sep-17,['Documentary'],PG-13,,"{'domestic_gross': 37381, 'worldwide_gross': 86616}",1 hr 39 min
1394,The Edge of Seventeen,18-Nov-16,"['Comedy', 'Drama']",R,"$9,000,000 ","{'domestic_gross': 14431633, 'worldwide_gross': 19370020}",1 hr 44 min
1395,Heart Blackened,10-Nov-17,"['Crime', 'Drama']",,,"{'domestic_gross': 37047, 'worldwide_gross': 3593480}",2 hr 5 min
1396,Quest,1-Dec-17,"['Documentary', 'Family', 'Music']",,,"{'domestic_gross': 47807, 'worldwide_gross': 50022}",1 hr 44 min
1397,Growing Up Smith,3-Feb-17,"['Comedy', 'Drama', 'Family']",PG-13,,"{'domestic_gross': 35312, 'worldwide_gross': 35312}",1 hr 42 min
1398,Sophie and the Rising Sun,20-Jan-17,['Drama'],R,,"{'domestic_gross': 34630, 'worldwide_gross': 34630}",1 hr 45 min
1399,Rat Film,15-Sep-17,['Documentary'],,,"{'domestic_gross': 35195, 'worldwide_gross': 35195}",1 hr 22 min
1400,Le Trou,28-Jun-17,"['Crime', 'Drama', 'Thriller']",,,"{'domestic_gross': 34588, 'worldwide_gross': 34588}",2 hr 11 min
1401,Dave Made a Maze,18-Aug-17,"['Adventure', 'Comedy', 'Fantasy', 'Horror']",,,"{'domestic_gross': 34117, 'worldwide_gross': 34117}",1 hr 20 min
1402,Afterimage,19-May-17,"['Biography', 'Drama', 'History']",,,"{'domestic_gross': 33443, 'worldwide_gross': 943029}",1 hr 38 min
1403,Wasted! The Story of Food Waste,13-Oct-17,['Documentary'],,,"{'domestic_gross': 33211, 'worldwide_gross': 33211}",1 hr 25 min
1404,Love & Taxes,3-Mar-17,"['Comedy', 'Romance']",,,"{'domestic_gross': 33150, 'worldwide_gross': 33150}",1 hr 30 min
1405,Alone in Berlin,13-Jan-17,"['Drama', 'History', 'War']",R,,"{'domestic_gross': 33125, 'worldwide_gross': 1205598}",1 hr 43 min
1406,Super Dark Times,29-Sep-17,"['Crime', 'Drama', 'Horror', 'Thriller']",,,"{'domestic_gross': 33109, 'worldwide_gross': 33109}",1 hr 43 min
1407,Sidemen: Long Road to Glory,18-Aug-17,"['Biography', 'Documentary', 'History', 'Music']",,,"{'domestic_gross': 31399, 'worldwide_gross': 31399}",1 hr 17 min
1408,7 Witches,21-Apr-17,"['Horror', 'Thriller']",,,"{'domestic_gross': 31100, 'worldwide_gross': 31100}",1 hr 15 min
1409,XX,17-Feb-17,['Horror'],R,,"{'domestic_gross': 30911, 'worldwide_gross': 55668}",1 hr 20 min
1410,No Greater Love,10-Nov-17,['Documentary'],,,"{'domestic_gross': 30247, 'worldwide_gross': 30247}",1 hr 34 min
1411,Dealt,20-Oct-17,"['Biography', 'Documentary']",,,"{'domestic_gross': 30414, 'worldwide_gross': 30414}",1 hr 25 min
1412,On the Beach at Night Alone,17-Nov-17,['Drama'],,,"{'domestic_gross': 37489, 'worldwide_gross': 429159}",1 hr 41 min
1413,Deep Sea,3-Mar-06,"['Documentary', 'Short']",G,,"{'domestic_gross': 46412757, 'worldwide_gross': 98230905}",41 min
1414,In Pursuit of Silence,23-Jun-17,['Documentary'],,,"{'domestic_gross': 29834, 'worldwide_gross': 41913}",1 hr 21 min
1415,Uncertain,6-Mar-17,"['Comedy', 'Documentary', 'Drama']",,,"{'domestic_gross': 29736, 'worldwide_gross': 29736}",1 hr 22 min
1416,Signature Move,29-Sep-17,"['Comedy', 'Drama', 'Romance']",,,"{'domestic_gross': 31551, 'worldwide_gross': 31551}",1 hr 20 min
1417,Lemon,18-Aug-17,"['Comedy', 'Drama']",,,"{'domestic_gross': 29258, 'worldwide_gross': 29258}",1 hr 23 min
1418,False Confessions,14-Jul-17,"['Comedy', 'Drama']",,,"{'domestic_gross': 29245, 'worldwide_gross': 56165}",1 hr 22 min
1419,Berlin Syndrome,26-May-17,"['Drama', 'Horror', 'Mystery', 'Thriller']",R,,"{'domestic_gross': 28660, 'worldwide_gross': 397783}",1 hr 56 min
1420,Brimstone & Glory,27-Oct-17,['Documentary'],,,"{'domestic_gross': 32059, 'worldwide_gross': 36036}",1 hr 7 min
1421,Wait for Your Laugh,3-Nov-17,"['Comedy', 'Documentary']",,,"{'domestic_gross': 73585, 'worldwide_gross': 73585}",1 hr 25 min
1422,Mali Blues,13-Feb-17,"['Documentary', 'Music']",,,"{'domestic_gross': 26950, 'worldwide_gross': 26950}",1 hr 30 min
1423,Marius/Fanny/César,Marius,[],,,"{'domestic_gross': 24787, 'worldwide_gross': 24787}",7 hr 18 min
1424,Ribbons,22-Sep-17,['Thriller'],,,"{'domestic_gross': 27959, 'worldwide_gross': 27959}",1 hr 35 min
1425,Radio Dreams,19-May-17,"['Comedy', 'Drama']",,,"{'domestic_gross': 27836, 'worldwide_gross': 27836}",1 hr 33 min
1426,The Villainess,25-Aug-17,"['Action', 'Thriller']",,,"{'domestic_gross': 27741, 'worldwide_gross': 8737458}",2 hr 4 min
1427,The Untamed,21-Jul-17,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",,,"{'domestic_gross': 27593, 'worldwide_gross': 61249}",1 hr 38 min
1428,The Crime of Monsieur Lange,17-Nov-17,"['Comedy', 'Crime', 'Drama']",,,"{'domestic_gross': 36438, 'worldwide_gross': 38002}",1 hr 20 min
1429,30 Years of Garbage: The Garbage Pail Kids Story,11-Aug-17,['Documentary'],,,"{'domestic_gross': 27739, 'worldwide_gross': 27739}",1 hr 54 min
1430,Nocturama,11-Aug-17,"['Drama', 'Thriller']",,,"{'domestic_gross': 30157, 'worldwide_gross': 321768}",2 hr 10 min
1431,They Call us Monsters,9-Jan-17,['Documentary'],,,"{'domestic_gross': 26080, 'worldwide_gross': 26080}",1 hr 22 min
1432,Bronx Gothic,14-Jul-17,['Documentary'],,,"{'domestic_gross': 27151, 'worldwide_gross': 27151}",1 hr 31 min
1433,The Old Dark House,27-Oct-17,"['Comedy', 'Horror', 'Thriller']",,,"{'domestic_gross': 25678, 'worldwide_gross': 34649}",1 hr 12 min
1434,Saving Brinton,17-Sep-17,['Documentary'],,,"{'domestic_gross': 56218, 'worldwide_gross': 56218}",1 hr 30 min
1435,Spettacolo,8-Sep-17,['Documentary'],,,"{'domestic_gross': 32494, 'worldwide_gross': 32494}",1 hr 31 min
1436,Paradise,17-Nov-17,"['Drama', 'War']",,,"{'domestic_gross': 24749, 'worldwide_gross': 24749}",2 hr 10 min
1437,The Departure,13-Oct-17,['Documentary'],,,"{'domestic_gross': 24662, 'worldwide_gross': 24662}",1 hr 27 min
1438,Naples '44,29-Nov-17,"['Documentary', 'War']",,,"{'domestic_gross': 24620, 'worldwide_gross': 24863}",1 hr 20 min
1439,Jasmine,16-Jun-17,['Thriller'],,,"{'domestic_gross': 24248, 'worldwide_gross': 24248}",1 hr 20 min
1440,Simple Creature,5-Aug-17,"['Horror', 'Sci-Fi', 'Thriller']",,,"{'domestic_gross': 23918, 'worldwide_gross': 23918}",1 hr 32 min
1441,Queen of Katwe,23-Sep-16,"['Biography', 'Drama', 'Sport']",PG,"$15,000,000 ","{'domestic_gross': 8874389, 'worldwide_gross': 10367161}",2 hr 4 min
1442,"A Woman, a Part",22-Mar-17,['Drama'],,,"{'domestic_gross': 23562, 'worldwide_gross': 23562}",1 hr 37 min
1443,For Ahkeem,13-Oct-17,['Documentary'],,,"{'domestic_gross': 23136, 'worldwide_gross': 23136}",1 hr 30 min
1444,Finding Oscar,14-Apr-17,"['Crime', 'Documentary', 'Drama', 'History', 'Mystery']",,,"{'domestic_gross': 23116, 'worldwide_gross': 23116}",1 hr 40 min
1445,The Grace of Jake,3-Feb-17,"['Comedy', 'Drama', 'Music']",,,"{'domestic_gross': 23078, 'worldwide_gross': 23078}",1 hr 30 min
1446,The Recall,2-Jun-17,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",R,,"{'domestic_gross': 22943, 'worldwide_gross': 112357}",1 hr 30 min
1447,My Scientology Movie,10-Mar-17,['Documentary'],,,"{'domestic_gross': 22936, 'worldwide_gross': 2130866}",1 hr 39 min
1448,Una,6-Oct-17,"['Drama', 'Romance']",R,,"{'domestic_gross': 22815, 'worldwide_gross': 508169}",1 hr 34 min
1449,Paradise Club,8-Sep-17,"['Drama', 'History']",,,"{'domestic_gross': 22381, 'worldwide_gross': 22381}",1 hr 33 min
1450,The Transfiguration,7-Apr-17,"['Drama', 'Horror']",,,"{'domestic_gross': 22091, 'worldwide_gross': 28631}",1 hr 37 min
1451,The Lucky Man,21-Dec-17,"['Action', 'Drama', 'Sci-Fi']",,,"{'domestic_gross': 25015, 'worldwide_gross': 25015}",1 hr 38 min
1452,Bending the Arc,6-Oct-17,['Documentary'],,,"{'domestic_gross': 21907, 'worldwide_gross': 36586}",1 hr 42 min
1453,The Passion of Joan of Arc,24-Nov-17,"['Biography', 'Drama', 'History']",,,"{'domestic_gross': 21877, 'worldwide_gross': 21877}",1 hr 50 min
1454,The Girl Without Hands,21-Jul-17,"['Animation', 'Drama', 'Fantasy']",,,"{'domestic_gross': 21787, 'worldwide_gross': 121020}",1 hr 16 min
1455,Trophy,8-Sep-17,['Documentary'],,,"{'domestic_gross': 21439, 'worldwide_gross': 22553}",1 hr 48 min
1456,God Knows Where I Am,31-Mar-17,"['Biography', 'Documentary', 'Drama', 'History', 'Mystery']",,,"{'domestic_gross': 21135, 'worldwide_gross': 21135}",1 hr 37 min
1457,Massacre on Aisle 12,27-Jan-17,"['Comedy', 'Horror']",,,"{'domestic_gross': 21106, 'worldwide_gross': 21106}",1 hr 23 min
1458,A Beginner's Guide to Snuff,23-Jun-17,"['Comedy', 'Horror', 'Thriller']",,,"{'domestic_gross': 21031, 'worldwide_gross': 21031}",1 hr 27 min
1459,Whisky Galore,12-May-17,"['Comedy', 'Romance']",,,"{'domestic_gross': 20991, 'worldwide_gross': 653866}",1 hr 38 min
1460,Man Underground,14-Jul-17,"['Drama', 'Sci-Fi']",,,"{'domestic_gross': 20907, 'worldwide_gross': 20907}",1 hr 35 min
1461,All These Sleepless Nights,7-Apr-17,"['Documentary', 'Drama']",R,,"{'domestic_gross': 20762, 'worldwide_gross': 20762}",1 hr 40 min
1462,The Blackcoat's Daughter,31-Mar-17,"['Horror', 'Mystery', 'Thriller']",R,,"{'domestic_gross': 20435, 'worldwide_gross': 38348}",1 hr 33 min
1463,RV: Resurrected Victims,20-Oct-17,"['Action', 'Mystery', 'Thriller']",,,"{'domestic_gross': 20374, 'worldwide_gross': 2269892}",1 hr 31 min
1464,Better Watch Out,6-Oct-17,"['Comedy', 'Crime', 'Horror', 'Thriller']",R,,"{'domestic_gross': 20369, 'worldwide_gross': 176288}",1 hr 29 min
1465,Absolutely Anything,12-May-17,"['Comedy', 'Sci-Fi']",R,,"{'domestic_gross': 20169, 'worldwide_gross': 6303792}",1 hr 25 min
1466,The Man from Outer Space,8-Sep-17,['Sci-Fi'],,,"{'domestic_gross': 20102, 'worldwide_gross': 20102}",1 hr 14 min
1467,Heat and Dust,1-Sep-17,"['Drama', 'Romance']",,,"{'domestic_gross': 19856, 'worldwide_gross': 19856}",2 hr 10 min
1468,Trafficked,6-Oct-17,"['Drama', 'Thriller']",R,,"{'domestic_gross': 19698, 'worldwide_gross': 19698}",1 hr 44 min
1469,L'important c'est d'aimer,14-Jul-17,"['Drama', 'Romance']",,,"{'domestic_gross': 19120, 'worldwide_gross': 19120}",1 hr 49 min
1470,Contemporary Color,1-Mar-17,"['Documentary', 'Music']",PG-13,,"{'domestic_gross': 15305, 'worldwide_gross': 15305}",1 hr 37 min
1471,Carrie Pilby,31-Mar-17,"['Comedy', 'Drama']",,,"{'domestic_gross': 18957, 'worldwide_gross': 28430}",1 hr 38 min
1472,Bobbi Jene,22-Sep-17,"['Documentary', 'Drama', 'Romance']",,,"{'domestic_gross': 18579, 'worldwide_gross': 18579}",1 hr 35 min
1473,All the Rage,23-Jun-17,"['Biography', 'Documentary', 'Drama', 'News']",,,"{'domestic_gross': 18489, 'worldwide_gross': 18489}",1 hr 34 min
1474,Burden,5-May-17,"['Biography', 'Documentary']",,,"{'domestic_gross': 18440, 'worldwide_gross': 20437}",1 hr 28 min
1475,Glory,12-Apr-17,['Drama'],,,"{'domestic_gross': 18415, 'worldwide_gross': 87728}",1 hr 41 min
1476,Mansfield 66/67,27-Oct-17,"['Biography', 'Documentary', 'Musical']",,,"{'domestic_gross': 17930, 'worldwide_gross': 19390}",1 hr 24 min
1477,The Last Shaman,12-May-17,"['Adventure', 'Documentary', 'Drama', 'Family']",,,"{'domestic_gross': 17844, 'worldwide_gross': 17844}",1 hr 17 min
1478,Sacred,5-May-17,['Documentary'],,,"{'domestic_gross': 17740, 'worldwide_gross': 17740}",1 hr 27 min
1479,Bad Grandmas,3-Nov-17,"['Action', 'Comedy', 'Crime']",,,"{'domestic_gross': 17688, 'worldwide_gross': 17688}",1 hr 32 min
1480,Harmonium,16-Jun-17,['Drama'],,,"{'domestic_gross': 17191, 'worldwide_gross': 153283}",2 hr
1481,Food Evolution,23-Jun-17,['Documentary'],,,"{'domestic_gross': 17181, 'worldwide_gross': 17181}",1 hr 32 min
1482,The Sacrifice,20-Oct-17,['Drama'],,,"{'domestic_gross': 61018, 'worldwide_gross': 61018}",2 hr 29 min
